name_desc,seed,batch_size,epochs,space,task,representation,timesteps,pwl_mse,test_tagates,gnn_type,back_dense,key,residual,leakyrelu,uap,opattn,attnresc,fgcn,bgcn,bmlp,bmlpdims,fbcd,back_y_info,back_opemb,ensemble_fuse_method,back_opemb_only,spr,kdt,spr_std,kdt_std
timeabl,42,8,150,PNAS,class_scene,adj_gin,1,pwl,False,dense,False,64,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,True,mlp,False,0.4842401338382669,0.33871615669993993,0.012225687613414997,0.00706742476263173
timeabl,42,8,150,PNAS,class_scene,adj_gin,1,pwl,False,dense,False,128,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,True,mlp,False,0.6858825360774471,0.49883157932421013,0.00028701630962549025,0.00022195345710072624
timeabl,42,8,150,PNAS,class_scene,adj_gin,2,pwl,False,dense,False,64,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,True,mlp,False,0.5100986189654817,0.35683371790425256,0.008750884357203479,0.004999959638192454
timeabl,42,8,150,PNAS,class_scene,adj_gin,2,pwl,False,dense,False,128,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,True,mlp,False,0.6447238491415479,0.46423416910376164,0.004409574121744582,0.0032090747483167425
timeabl,42,8,150,PNAS,class_scene,adj_gin,3,pwl,False,dense,False,64,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,True,mlp,False,0.5374362547147633,0.37785784581397047,0.010842704618057194,0.006136901186878849
timeabl,42,8,150,PNAS,class_scene,adj_gin,3,pwl,False,dense,False,128,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,True,mlp,False,0.6441851154834938,0.46441205508703964,0.004691011959838145,0.0033918210695646155
timeabl,42,8,150,PNAS,class_scene,adj_gin,6,pwl,False,dense,False,64,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,True,mlp,False,0.5105962766889872,0.35766440456297327,0.011721789424230003,0.00647979370693527
timeabl,42,8,150,PNAS,class_scene,adj_gin,6,pwl,False,dense,False,128,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,True,mlp,False,0.6515475983659664,0.47073317696860606,0.005452732213525541,0.003927675431532531
timeabl,42,8,150,PNAS,class_scene,adj_gin,7,pwl,False,dense,False,64,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,True,mlp,False,0.5130691688239525,0.359061279639037,0.010185123305085506,0.005597377633239325
timeabl,42,8,150,PNAS,class_scene,adj_gin,7,pwl,False,dense,False,128,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,True,mlp,False,0.6353425706303156,0.45739750976238874,0.006057937947484935,0.004302426096520743
timeabl,42,8,150,PNAS,class_scene,adj_gin,9,pwl,False,dense,False,64,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,True,mlp,False,0.48715283321143765,0.33923135254275566,0.007674627394359689,0.004351701515365997
timeabl,42,8,150,PNAS,class_scene,adj_gin,9,pwl,False,dense,False,128,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,True,mlp,False,0.6554633517897577,0.4735951358589673,0.004920102129024211,0.003669664984416624
timeabl,42,8,150,PNAS,class_scene,adj_gin,8,pwl,False,dense,False,64,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,True,mlp,False,0.5036557948960448,0.3522894638005994,0.009421444541878158,0.005310744127180245
timeabl,42,8,150,PNAS,class_scene,adj_gin,8,pwl,False,dense,False,128,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,True,mlp,False,0.6392180629795052,0.4602772790082856,0.00607321270466853,0.004282738981476219
timeabl,42,8,150,PNAS,class_scene,adj_gin,4,pwl,False,dense,False,64,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,True,mlp,False,0.5072956479255197,0.3548075088051389,0.008287479680848227,0.0046245294279733205
timeabl,42,8,150,PNAS,class_scene,adj_gin,4,pwl,False,dense,False,128,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,True,mlp,False,0.6514461881130268,0.47067293949392897,0.00520040399780281,0.0036913044074532815
timeabl,42,8,150,PNAS,class_scene,adj_gin,5,pwl,False,dense,False,64,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,True,mlp,False,0.5274758696962321,0.37029214099998764,0.010071084012019709,0.005667539297325556
timeabl,42,8,150,PNAS,class_scene,adj_gin,5,pwl,False,dense,False,128,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,True,mlp,False,0.6554153253275645,0.4729663476499729,0.002702211889583317,0.0020644864934894307
timeabl,42,8,150,PNAS,class_scene,adj_gin,1,pwl,False,dense,False,16,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,True,add,False,0.2057243757162545,0.13907493847924132,0.008629295284675617,0.00396208555438132
timeabl,42,8,150,PNAS,class_scene,adj_gin,1,pwl,False,dense,False,32,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,True,add,False,0.42515099306498094,0.2941288131584277,0.016555067716793503,0.008543727773172105
timeabl,42,8,150,PNAS,class_scene,adj_gin,2,pwl,False,dense,False,16,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,True,add,False,0.2087347876588083,0.14183767213840087,0.008950168509691925,0.0042282056922407635
timeabl,42,8,150,PNAS,class_scene,adj_gin,2,pwl,False,dense,False,32,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,True,add,False,0.4789851197694225,0.3332807642742375,0.009249996385456432,0.005264850626092191
timeabl,42,8,150,PNAS,class_scene,adj_gin,3,pwl,False,dense,False,16,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,True,add,False,0.20937795959621877,0.14197715015341988,0.008305848372573418,0.0038655762686542632
timeabl,42,8,150,PNAS,class_scene,adj_gin,3,pwl,False,dense,False,32,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,True,add,False,0.46766724669508886,0.3253332658807216,0.013016944771339984,0.007209073172106946
timeabl,42,8,150,PNAS,class_scene,adj_gin,8,pwl,False,dense,False,16,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,True,add,False,0.2145805477736929,0.14524235137114686,0.006420559259401076,0.0029995708298362574
timeabl,42,8,150,PNAS,class_scene,adj_gin,8,pwl,False,dense,False,32,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,True,add,False,0.47658112461993385,0.3310984922242209,0.009956240388662463,0.005664169381820138
