name_desc,seed,batch_size,epochs,space,task,representation,timesteps,pwl_mse,test_tagates,gnn_type,back_dense,key,residual,leakyrelu,uap,opattn,attnresc,fgcn,bgcn,bmlp,bmlpdims,fbcd,back_y_info,back_opemb,ensemble_fuse_method,back_opemb_only,spr,kdt,spr_std,kdt_std
timeabl,42,8,150,nb201,class_scene,adj_gin,2,pwl,False,dense,False,64,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,True,mlp,False,0.9195490020085433,0.7714264595314282,0.0002793579941111897,0.0006316952545611064
timeabl,42,8,150,nb201,class_scene,adj_gin,2,pwl,False,dense,False,128,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,True,mlp,False,0.9329252633235672,0.7918924521305908,9.885221699810579e-05,0.00030192685770734075
timeabl,42,8,150,nb201,class_scene,adj_gin,3,pwl,False,dense,False,64,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,True,mlp,False,0.9169114973444961,0.7681405638378416,0.00026366001389369206,0.00047221818054106674
timeabl,42,8,150,nb201,class_scene,adj_gin,3,pwl,False,dense,False,128,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,True,mlp,False,0.9346986442878336,0.7954589109425453,7.051086522540018e-05,0.00022323272589253366
timeabl,42,8,150,nb201,class_scene,adj_gin,4,pwl,False,dense,False,64,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,True,mlp,False,0.9187325436393973,0.7704574399005775,0.00033002827474776523,0.000758323641182967
timeabl,42,8,150,nb201,class_scene,adj_gin,4,pwl,False,dense,False,128,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,True,mlp,False,0.9355339951491247,0.7964663777568625,0.00012417820908080921,0.0003544852612952901
timeabl,42,8,150,nb201,class_scene,adj_gin,6,pwl,False,dense,False,64,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,True,mlp,False,0.9137878983713922,0.7630378026212352,0.00023121323417176295,0.00040121005460135885
timeabl,42,8,150,nb201,class_scene,adj_gin,6,pwl,False,dense,False,128,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,True,mlp,False,0.9345238819812629,0.7953440429912066,0.00010258084903347136,0.0003101585580715809
timeabl,42,8,150,nb201,class_scene,adj_gin,5,pwl,False,dense,False,64,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,True,mlp,False,0.913828767550201,0.7618267342171233,0.00030943900705934253,0.0005321339310193053
timeabl,42,8,150,nb201,class_scene,adj_gin,5,pwl,False,dense,False,128,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,True,mlp,False,0.932742961134128,0.791434623577528,8.853025963030466e-05,0.0002987903697610337
