normalizing task:  Amoeba.json
normalizing task:  PNAS_fix-w-d.json
normalizing task:  ENAS_fix-w-d.json
normalizing task:  NASNet.json
normalizing task:  DARTS.json
normalizing task:  ENAS.json
normalizing task:  PNAS.json
normalizing task:  DARTS_lr-wd.json
normalizing task:  DARTS_fix-w-d.json
Epoch 1/150 | Train Loss: 0.0997 | Epoch Time: 0.75s | Spearman@80: 0.2847 | Kendall@80: 0.1949
Epoch 2/150 | Train Loss: 0.0954 | Epoch Time: 0.32s | Spearman@80: 0.1589 | Kendall@80: 0.1131
Epoch 3/150 | Train Loss: 0.0857 | Epoch Time: 0.32s | Spearman@80: 0.1894 | Kendall@80: 0.1347
Epoch 4/150 | Train Loss: 0.0845 | Epoch Time: 0.32s | Spearman@80: 0.2268 | Kendall@80: 0.1619
Epoch 5/150 | Train Loss: 0.0700 | Epoch Time: 0.31s | Spearman@80: 0.1959 | Kendall@80: 0.1315
Epoch 6/150 | Train Loss: 0.0735 | Epoch Time: 0.31s | Spearman@80: 0.2305 | Kendall@80: 0.1575
Epoch 7/150 | Train Loss: 0.0756 | Epoch Time: 0.32s | Spearman@80: 0.2250 | Kendall@80: 0.1429
Epoch 8/150 | Train Loss: 0.0751 | Epoch Time: 0.32s | Spearman@80: 0.2875 | Kendall@80: 0.2044
Epoch 9/150 | Train Loss: 0.0665 | Epoch Time: 0.32s | Spearman@80: 0.3404 | Kendall@80: 0.2450
Epoch 10/150 | Train Loss: 0.0724 | Epoch Time: 0.31s | Spearman@80: 0.2385 | Kendall@80: 0.1607
Epoch 11/150 | Train Loss: 0.0761 | Epoch Time: 0.30s | Spearman@80: 0.2830 | Kendall@80: 0.1917
Epoch 12/150 | Train Loss: 0.0667 | Epoch Time: 0.31s | Spearman@80: 0.3163 | Kendall@80: 0.2228
Epoch 13/150 | Train Loss: 0.0586 | Epoch Time: 0.32s | Spearman@80: 0.3739 | Kendall@80: 0.2621
Epoch 14/150 | Train Loss: 0.0517 | Epoch Time: 0.32s | Spearman@80: 0.3171 | Kendall@80: 0.2095
Epoch 15/150 | Train Loss: 0.0655 | Epoch Time: 0.30s | Spearman@80: 0.3693 | Kendall@80: 0.2557
Epoch 16/150 | Train Loss: 0.0540 | Epoch Time: 0.31s | Spearman@80: 0.3564 | Kendall@80: 0.2380
Epoch 17/150 | Train Loss: 0.0572 | Epoch Time: 0.31s | Spearman@80: 0.3825 | Kendall@80: 0.2729
Epoch 18/150 | Train Loss: 0.0549 | Epoch Time: 0.31s | Spearman@80: 0.3926 | Kendall@80: 0.2792
Epoch 19/150 | Train Loss: 0.0591 | Epoch Time: 0.31s | Spearman@80: 0.3928 | Kendall@80: 0.2773
Epoch 20/150 | Train Loss: 0.0564 | Epoch Time: 0.32s | Spearman@80: 0.3316 | Kendall@80: 0.2234
Epoch 21/150 | Train Loss: 0.0402 | Epoch Time: 0.32s | Spearman@80: 0.3434 | Kendall@80: 0.2393
Epoch 22/150 | Train Loss: 0.0564 | Epoch Time: 0.32s | Spearman@80: 0.3858 | Kendall@80: 0.2697
Epoch 23/150 | Train Loss: 0.0535 | Epoch Time: 0.30s | Spearman@80: 0.3355 | Kendall@80: 0.2437
Epoch 24/150 | Train Loss: 0.0521 | Epoch Time: 0.32s | Spearman@80: 0.4041 | Kendall@80: 0.2830
Epoch 25/150 | Train Loss: 0.0491 | Epoch Time: 0.32s | Spearman@80: 0.3756 | Kendall@80: 0.2773
Epoch 26/150 | Train Loss: 0.0568 | Epoch Time: 0.31s | Spearman@80: 0.3428 | Kendall@80: 0.2348
Epoch 27/150 | Train Loss: 0.0565 | Epoch Time: 0.30s | Spearman@80: 0.4281 | Kendall@80: 0.3020
Epoch 28/150 | Train Loss: 0.0568 | Epoch Time: 0.31s | Spearman@80: 0.3941 | Kendall@80: 0.2950
Epoch 29/150 | Train Loss: 0.0534 | Epoch Time: 0.31s | Spearman@80: 0.3851 | Kendall@80: 0.2735
Epoch 30/150 | Train Loss: 0.0546 | Epoch Time: 0.30s | Spearman@80: 0.2606 | Kendall@80: 0.1974
Epoch 31/150 | Train Loss: 0.0576 | Epoch Time: 0.31s | Spearman@80: 0.3312 | Kendall@80: 0.2203
