Loading files for NASBench201...
Normalizing ZCP dict
try to create the NAS-Bench-201 api from /home/ya255/projects/flan_hardware/nas_embedding_suite/embedding_datasets/NAS-Bench-201-v1_1-096897.pth
Loaded files in:  94.30949854850769  seconds
Loading cache for NASBench-201 speedup!!...
Loading cache for NASBench-201 speedup!!...
Epoch 1/150 | Train Loss: 0.4564 | Epoch Time: 8.32s | Spearman@80: -0.0781 | Kendall@80: -0.0449
Epoch 2/150 | Train Loss: 0.0000 | Epoch Time: 0.02s | Spearman@80: -0.0735 | Kendall@80: -0.0519
Epoch 3/150 | Train Loss: 0.0138 | Epoch Time: 0.01s | Spearman@80: -0.1887 | Kendall@80: -0.1266
Epoch 4/150 | Train Loss: 0.0410 | Epoch Time: 0.01s | Spearman@80: -0.2564 | Kendall@80: -0.1778
Epoch 5/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.2702 | Kendall@80: -0.1880
Epoch 6/150 | Train Loss: 0.3975 | Epoch Time: 0.01s | Spearman@80: -0.2543 | Kendall@80: -0.1753
Epoch 7/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.2434 | Kendall@80: -0.1690
Epoch 8/150 | Train Loss: 0.0047 | Epoch Time: 0.01s | Spearman@80: -0.2355 | Kendall@80: -0.1715
Epoch 9/150 | Train Loss: 0.0869 | Epoch Time: 0.01s | Spearman@80: -0.2164 | Kendall@80: -0.1551
Epoch 10/150 | Train Loss: 0.2630 | Epoch Time: 0.01s | Spearman@80: -0.1796 | Kendall@80: -0.1234
Epoch 11/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.1681 | Kendall@80: -0.1146
Epoch 12/150 | Train Loss: 0.0502 | Epoch Time: 0.01s | Spearman@80: -0.1716 | Kendall@80: -0.1158
Epoch 13/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.1680 | Kendall@80: -0.1177
Epoch 14/150 | Train Loss: 0.1422 | Epoch Time: 0.01s | Spearman@80: -0.1882 | Kendall@80: -0.1285
Epoch 15/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.2153 | Kendall@80: -0.1500
Epoch 16/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.2306 | Kendall@80: -0.1595
Epoch 17/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.2494 | Kendall@80: -0.1741
Epoch 18/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.2642 | Kendall@80: -0.1854
Epoch 19/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.2832 | Kendall@80: -0.1981
Epoch 20/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.2946 | Kendall@80: -0.2089
Epoch 21/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.3152 | Kendall@80: -0.2266
Epoch 22/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.3351 | Kendall@80: -0.2392
Epoch 23/150 | Train Loss: 0.0536 | Epoch Time: 0.01s | Spearman@80: -0.3281 | Kendall@80: -0.2354
Epoch 24/150 | Train Loss: 0.1087 | Epoch Time: 0.01s | Spearman@80: -0.3084 | Kendall@80: -0.2266
Epoch 25/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.2782 | Kendall@80: -0.2057
Epoch 26/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.2622 | Kendall@80: -0.1924
Epoch 27/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.2477 | Kendall@80: -0.1804
Epoch 28/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.2393 | Kendall@80: -0.1715
Epoch 29/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.2161 | Kendall@80: -0.1582
Epoch 30/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.1999 | Kendall@80: -0.1418
Epoch 31/150 | Train Loss: 0.0244 | Epoch Time: 0.01s | Spearman@80: -0.1943 | Kendall@80: -0.1411
Epoch 32/150 | Train Loss: 0.0013 | Epoch Time: 0.01s | Spearman@80: -0.1835 | Kendall@80: -0.1310
Epoch 33/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.1802 | Kendall@80: -0.1310
Epoch 34/150 | Train Loss: 0.1532 | Epoch Time: 0.01s | Spearman@80: -0.1646 | Kendall@80: -0.1215
Epoch 35/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.1535 | Kendall@80: -0.1114
Epoch 36/150 | Train Loss: 0.0156 | Epoch Time: 0.01s | Spearman@80: -0.1481 | Kendall@80: -0.1044
Epoch 37/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.1571 | Kendall@80: -0.1114
Epoch 38/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.1720 | Kendall@80: -0.1184
Epoch 39/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.1670 | Kendall@80: -0.1152
Epoch 40/150 | Train Loss: 0.0434 | Epoch Time: 0.01s | Spearman@80: -0.1763 | Kendall@80: -0.1228
Epoch 41/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.1816 | Kendall@80: -0.1266
Epoch 42/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.1793 | Kendall@80: -0.1253
Epoch 43/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.1846 | Kendall@80: -0.1272
Epoch 44/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.1731 | Kendall@80: -0.1196
Epoch 45/150 | Train Loss: 0.1950 | Epoch Time: 0.01s | Spearman@80: -0.1841 | Kendall@80: -0.1291
Epoch 46/150 | Train Loss: 0.0988 | Epoch Time: 0.01s | Spearman@80: -0.2075 | Kendall@80: -0.1456
Epoch 47/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.2369 | Kendall@80: -0.1658
Epoch 48/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.2588 | Kendall@80: -0.1804
Epoch 49/150 | Train Loss: 0.0768 | Epoch Time: 0.01s | Spearman@80: -0.2857 | Kendall@80: -0.1962
Epoch 50/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.2967 | Kendall@80: -0.2114
Epoch 51/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.3221 | Kendall@80: -0.2278
Epoch 52/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.3285 | Kendall@80: -0.2367
Epoch 53/150 | Train Loss: 0.1045 | Epoch Time: 0.01s | Spearman@80: -0.3284 | Kendall@80: -0.2310
Epoch 54/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.3292 | Kendall@80: -0.2297
Epoch 55/150 | Train Loss: 0.0160 | Epoch Time: 0.01s | Spearman@80: -0.3293 | Kendall@80: -0.2342
Epoch 56/150 | Train Loss: 0.0030 | Epoch Time: 0.01s | Spearman@80: -0.3157 | Kendall@80: -0.2190
Epoch 57/150 | Train Loss: 0.2513 | Epoch Time: 0.01s | Spearman@80: -0.2709 | Kendall@80: -0.1899
Epoch 58/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.2659 | Kendall@80: -0.1810
Epoch 59/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.2607 | Kendall@80: -0.1804
Epoch 60/150 | Train Loss: 0.0258 | Epoch Time: 0.01s | Spearman@80: -0.2590 | Kendall@80: -0.1791
Epoch 61/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.2519 | Kendall@80: -0.1741
Epoch 62/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.2541 | Kendall@80: -0.1747
Epoch 63/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.2494 | Kendall@80: -0.1722
Epoch 64/150 | Train Loss: 0.0224 | Epoch Time: 0.01s | Spearman@80: -0.2327 | Kendall@80: -0.1601
Epoch 65/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.2175 | Kendall@80: -0.1532
Epoch 66/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.2122 | Kendall@80: -0.1437
Epoch 67/150 | Train Loss: 0.1959 | Epoch Time: 0.01s | Spearman@80: -0.2147 | Kendall@80: -0.1506
Epoch 68/150 | Train Loss: 0.0304 | Epoch Time: 0.01s | Spearman@80: -0.2215 | Kendall@80: -0.1494
Epoch 69/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.2155 | Kendall@80: -0.1487
Epoch 70/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.2242 | Kendall@80: -0.1576
Epoch 71/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.2316 | Kendall@80: -0.1601
Epoch 72/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.2345 | Kendall@80: -0.1582
Epoch 73/150 | Train Loss: 0.1182 | Epoch Time: 0.01s | Spearman@80: -0.2346 | Kendall@80: -0.1570
Epoch 74/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.2404 | Kendall@80: -0.1614
Epoch 75/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.2403 | Kendall@80: -0.1620
Epoch 76/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.2416 | Kendall@80: -0.1627
Epoch 77/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.2483 | Kendall@80: -0.1677
Epoch 78/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.2507 | Kendall@80: -0.1703
Epoch 79/150 | Train Loss: 0.0601 | Epoch Time: 0.01s | Spearman@80: -0.2489 | Kendall@80: -0.1709
Epoch 80/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.2510 | Kendall@80: -0.1747
Epoch 81/150 | Train Loss: 0.1677 | Epoch Time: 0.01s | Spearman@80: -0.2464 | Kendall@80: -0.1696
Epoch 82/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.2462 | Kendall@80: -0.1690
Epoch 83/150 | Train Loss: 0.0278 | Epoch Time: 0.01s | Spearman@80: -0.2241 | Kendall@80: -0.1563
Epoch 84/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.2312 | Kendall@80: -0.1595
Epoch 85/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.2207 | Kendall@80: -0.1538
Epoch 86/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.2228 | Kendall@80: -0.1525
Epoch 87/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.2195 | Kendall@80: -0.1500
Epoch 88/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.2147 | Kendall@80: -0.1481
Epoch 89/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.2150 | Kendall@80: -0.1468
Epoch 90/150 | Train Loss: 0.0806 | Epoch Time: 0.01s | Spearman@80: -0.2097 | Kendall@80: -0.1405
Epoch 91/150 | Train Loss: 0.1042 | Epoch Time: 0.01s | Spearman@80: -0.2087 | Kendall@80: -0.1430
Epoch 92/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.2139 | Kendall@80: -0.1462
Epoch 93/150 | Train Loss: 0.0573 | Epoch Time: 0.01s | Spearman@80: -0.2155 | Kendall@80: -0.1487
Epoch 94/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.2183 | Kendall@80: -0.1506
Epoch 95/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.2236 | Kendall@80: -0.1544
Epoch 96/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.2218 | Kendall@80: -0.1544
Epoch 97/150 | Train Loss: 0.0072 | Epoch Time: 0.01s | Spearman@80: -0.2263 | Kendall@80: -0.1589
Epoch 98/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.2279 | Kendall@80: -0.1576
Epoch 99/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.2327 | Kendall@80: -0.1595
Epoch 100/150 | Train Loss: 0.0383 | Epoch Time: 0.01s | Spearman@80: -0.2337 | Kendall@80: -0.1614
Epoch 101/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.2350 | Kendall@80: -0.1627
Epoch 102/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.2348 | Kendall@80: -0.1595
Epoch 103/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.2487 | Kendall@80: -0.1703
Epoch 104/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.2530 | Kendall@80: -0.1734
Epoch 105/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.2599 | Kendall@80: -0.1835
Epoch 106/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.2597 | Kendall@80: -0.1861
Epoch 107/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.2604 | Kendall@80: -0.1873
Epoch 108/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.2640 | Kendall@80: -0.1880
Epoch 109/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.2628 | Kendall@80: -0.1848
Epoch 110/150 | Train Loss: 0.0427 | Epoch Time: 0.01s | Spearman@80: -0.2526 | Kendall@80: -0.1791
Epoch 111/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.2521 | Kendall@80: -0.1753
Epoch 112/150 | Train Loss: 0.0251 | Epoch Time: 0.01s | Spearman@80: -0.2442 | Kendall@80: -0.1690
Epoch 113/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.2390 | Kendall@80: -0.1665
Epoch 114/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.2390 | Kendall@80: -0.1646
Epoch 115/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.2463 | Kendall@80: -0.1734
Epoch 116/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.2451 | Kendall@80: -0.1722
Epoch 117/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.2496 | Kendall@80: -0.1759
Epoch 118/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.2459 | Kendall@80: -0.1741
Epoch 119/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.2440 | Kendall@80: -0.1741
Epoch 120/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.2368 | Kendall@80: -0.1665
Epoch 121/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.2441 | Kendall@80: -0.1734
Epoch 122/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.2388 | Kendall@80: -0.1671
Epoch 123/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.2436 | Kendall@80: -0.1722
Epoch 124/150 | Train Loss: 0.0264 | Epoch Time: 0.01s | Spearman@80: -0.2340 | Kendall@80: -0.1633
