Loading files for NASBench201...
Normalizing ZCP dict
try to create the NAS-Bench-201 api from /home/ya255/projects/flan_hardware/nas_embedding_suite/embedding_datasets/NAS-Bench-201-v1_1-096897.pth
Loaded files in:  96.24278473854065  seconds
Loading cache for NASBench-201 speedup!!...
Loading cache for NASBench-201 speedup!!...
Epoch 1/150 | Train Loss: 0.4564 | Epoch Time: 3.41s | Spearman@80: -0.0227 | Kendall@80: -0.0044
Epoch 2/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.0429 | Kendall@80: -0.0291
Epoch 3/150 | Train Loss: 0.0138 | Epoch Time: 0.01s | Spearman@80: -0.1271 | Kendall@80: -0.0937
Epoch 4/150 | Train Loss: 0.0410 | Epoch Time: 0.01s | Spearman@80: -0.1693 | Kendall@80: -0.1272
Epoch 5/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.1679 | Kendall@80: -0.1209
Epoch 6/150 | Train Loss: 0.3975 | Epoch Time: 0.01s | Spearman@80: -0.1417 | Kendall@80: -0.1032
Epoch 7/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.1228 | Kendall@80: -0.0905
Epoch 8/150 | Train Loss: 0.0047 | Epoch Time: 0.01s | Spearman@80: -0.1027 | Kendall@80: -0.0829
Epoch 9/150 | Train Loss: 0.0869 | Epoch Time: 0.01s | Spearman@80: -0.0812 | Kendall@80: -0.0677
Epoch 10/150 | Train Loss: 0.2630 | Epoch Time: 0.01s | Spearman@80: -0.0512 | Kendall@80: -0.0437
Epoch 11/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.0363 | Kendall@80: -0.0323
Epoch 12/150 | Train Loss: 0.0502 | Epoch Time: 0.01s | Spearman@80: -0.0302 | Kendall@80: -0.0297
Epoch 13/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.0122 | Kendall@80: -0.0152
Epoch 14/150 | Train Loss: 0.1422 | Epoch Time: 0.01s | Spearman@80: -0.0296 | Kendall@80: -0.0259
Epoch 15/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.0507 | Kendall@80: -0.0361
Epoch 16/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.0550 | Kendall@80: -0.0392
Epoch 17/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.0635 | Kendall@80: -0.0449
Epoch 18/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.0677 | Kendall@80: -0.0500
