Loading Files for NASBench101...
Loading dataset from file... This may take a few minutes...
Loaded dataset in 46 seconds
Loaded files in:  72.82373094558716  seconds
Normalizing ZCP dict
Epoch 1/150 | Train Loss: 0.0959 | Epoch Time: 1.47s | Spearman@80: 0.5329 | Kendall@80: 0.3738
Epoch 2/150 | Train Loss: 0.0616 | Epoch Time: 0.22s | Spearman@80: 0.6094 | Kendall@80: 0.4396
Epoch 3/150 | Train Loss: 0.0685 | Epoch Time: 0.21s | Spearman@80: 0.6795 | Kendall@80: 0.5017
Epoch 4/150 | Train Loss: 0.0559 | Epoch Time: 0.21s | Spearman@80: 0.6979 | Kendall@80: 0.5207
Epoch 5/150 | Train Loss: 0.0465 | Epoch Time: 0.22s | Spearman@80: 0.6664 | Kendall@80: 0.4909
Epoch 6/150 | Train Loss: 0.0392 | Epoch Time: 0.21s | Spearman@80: 0.6178 | Kendall@80: 0.4498
Epoch 7/150 | Train Loss: 0.0455 | Epoch Time: 0.22s | Spearman@80: 0.7353 | Kendall@80: 0.5529
Epoch 8/150 | Train Loss: 0.0443 | Epoch Time: 0.22s | Spearman@80: 0.7720 | Kendall@80: 0.5846
Epoch 9/150 | Train Loss: 0.0489 | Epoch Time: 0.21s | Spearman@80: 0.7520 | Kendall@80: 0.5650
Epoch 10/150 | Train Loss: 0.0396 | Epoch Time: 0.22s | Spearman@80: 0.7529 | Kendall@80: 0.5707
Epoch 11/150 | Train Loss: 0.0379 | Epoch Time: 0.22s | Spearman@80: 0.8067 | Kendall@80: 0.6124
Epoch 12/150 | Train Loss: 0.0359 | Epoch Time: 0.22s | Spearman@80: 0.8292 | Kendall@80: 0.6454
Epoch 13/150 | Train Loss: 0.0344 | Epoch Time: 0.23s | Spearman@80: 0.7995 | Kendall@80: 0.6143
Epoch 14/150 | Train Loss: 0.0554 | Epoch Time: 0.22s | Spearman@80: 0.8029 | Kendall@80: 0.6226
Epoch 15/150 | Train Loss: 0.0439 | Epoch Time: 0.22s | Spearman@80: 0.7899 | Kendall@80: 0.6112
Epoch 16/150 | Train Loss: 0.0420 | Epoch Time: 0.22s | Spearman@80: 0.7864 | Kendall@80: 0.6118
Epoch 17/150 | Train Loss: 0.0324 | Epoch Time: 0.22s | Spearman@80: 0.8060 | Kendall@80: 0.6226
Epoch 18/150 | Train Loss: 0.0350 | Epoch Time: 0.22s | Spearman@80: 0.7554 | Kendall@80: 0.5719
Epoch 19/150 | Train Loss: 0.0312 | Epoch Time: 0.21s | Spearman@80: 0.7462 | Kendall@80: 0.5675
Epoch 20/150 | Train Loss: 0.0441 | Epoch Time: 0.22s | Spearman@80: 0.7598 | Kendall@80: 0.5637
Epoch 21/150 | Train Loss: 0.0423 | Epoch Time: 0.22s | Spearman@80: 0.8022 | Kendall@80: 0.6188
Epoch 22/150 | Train Loss: 0.0308 | Epoch Time: 0.23s | Spearman@80: 0.7790 | Kendall@80: 0.5953
Epoch 23/150 | Train Loss: 0.0398 | Epoch Time: 0.21s | Spearman@80: 0.7368 | Kendall@80: 0.5491
Epoch 24/150 | Train Loss: 0.0350 | Epoch Time: 0.22s | Spearman@80: 0.7014 | Kendall@80: 0.5169
Epoch 25/150 | Train Loss: 0.0325 | Epoch Time: 0.23s | Spearman@80: 0.7493 | Kendall@80: 0.5662
Epoch 26/150 | Train Loss: 0.0353 | Epoch Time: 0.21s | Spearman@80: 0.8122 | Kendall@80: 0.6270
Epoch 27/150 | Train Loss: 0.0345 | Epoch Time: 0.22s | Spearman@80: 0.8028 | Kendall@80: 0.6162
Epoch 28/150 | Train Loss: 0.0327 | Epoch Time: 0.21s | Spearman@80: 0.7922 | Kendall@80: 0.6048
Epoch 29/150 | Train Loss: 0.0225 | Epoch Time: 0.22s | Spearman@80: 0.8058 | Kendall@80: 0.6245
Epoch 30/150 | Train Loss: 0.0363 | Epoch Time: 0.22s | Spearman@80: 0.7813 | Kendall@80: 0.6010
Epoch 31/150 | Train Loss: 0.0291 | Epoch Time: 0.22s | Spearman@80: 0.7690 | Kendall@80: 0.5833
Epoch 32/150 | Train Loss: 0.0289 | Epoch Time: 0.22s | Spearman@80: 0.8064 | Kendall@80: 0.6257
Epoch 33/150 | Train Loss: 0.0309 | Epoch Time: 0.22s | Spearman@80: 0.7735 | Kendall@80: 0.5979
Epoch 34/150 | Train Loss: 0.0355 | Epoch Time: 0.22s | Spearman@80: 0.8201 | Kendall@80: 0.6346
Epoch 35/150 | Train Loss: 0.0351 | Epoch Time: 0.21s | Spearman@80: 0.7984 | Kendall@80: 0.6251
Epoch 36/150 | Train Loss: 0.0269 | Epoch Time: 0.21s | Spearman@80: 0.7690 | Kendall@80: 0.5897
Epoch 37/150 | Train Loss: 0.0324 | Epoch Time: 0.22s | Spearman@80: 0.7834 | Kendall@80: 0.6112
Epoch 38/150 | Train Loss: 0.0272 | Epoch Time: 0.21s | Spearman@80: 0.7792 | Kendall@80: 0.6017
Epoch 39/150 | Train Loss: 0.0302 | Epoch Time: 0.22s | Spearman@80: 0.8394 | Kendall@80: 0.6700
Epoch 40/150 | Train Loss: 0.0281 | Epoch Time: 0.21s | Spearman@80: 0.7703 | Kendall@80: 0.6017
Epoch 41/150 | Train Loss: 0.0234 | Epoch Time: 0.22s | Spearman@80: 0.7666 | Kendall@80: 0.5871
Epoch 42/150 | Train Loss: 0.0294 | Epoch Time: 0.22s | Spearman@80: 0.7894 | Kendall@80: 0.6093
Epoch 43/150 | Train Loss: 0.0241 | Epoch Time: 0.22s | Spearman@80: 0.7690 | Kendall@80: 0.5934
Epoch 44/150 | Train Loss: 0.0305 | Epoch Time: 0.22s | Spearman@80: 0.7706 | Kendall@80: 0.5972
Epoch 45/150 | Train Loss: 0.0240 | Epoch Time: 0.22s | Spearman@80: 0.7985 | Kendall@80: 0.6194
Epoch 46/150 | Train Loss: 0.0277 | Epoch Time: 0.21s | Spearman@80: 0.8070 | Kendall@80: 0.6289
Epoch 47/150 | Train Loss: 0.0217 | Epoch Time: 0.21s | Spearman@80: 0.7906 | Kendall@80: 0.6093
Epoch 48/150 | Train Loss: 0.0263 | Epoch Time: 0.22s | Spearman@80: 0.7616 | Kendall@80: 0.5941
Epoch 49/150 | Train Loss: 0.0235 | Epoch Time: 0.22s | Spearman@80: 0.8233 | Kendall@80: 0.6549
Epoch 50/150 | Train Loss: 0.0253 | Epoch Time: 0.22s | Spearman@80: 0.8097 | Kendall@80: 0.6333
Epoch 51/150 | Train Loss: 0.0388 | Epoch Time: 0.22s | Spearman@80: 0.7408 | Kendall@80: 0.5662
Epoch 52/150 | Train Loss: 0.0244 | Epoch Time: 0.22s | Spearman@80: 0.7872 | Kendall@80: 0.6105
Epoch 53/150 | Train Loss: 0.0165 | Epoch Time: 0.22s | Spearman@80: 0.8182 | Kendall@80: 0.6447
Epoch 54/150 | Train Loss: 0.0318 | Epoch Time: 0.22s | Spearman@80: 0.8473 | Kendall@80: 0.6808
Epoch 55/150 | Train Loss: 0.0193 | Epoch Time: 0.21s | Spearman@80: 0.8118 | Kendall@80: 0.6365
Epoch 56/150 | Train Loss: 0.0263 | Epoch Time: 0.22s | Spearman@80: 0.8078 | Kendall@80: 0.6270
Epoch 57/150 | Train Loss: 0.0257 | Epoch Time: 0.22s | Spearman@80: 0.8318 | Kendall@80: 0.6574
Epoch 58/150 | Train Loss: 0.0273 | Epoch Time: 0.21s | Spearman@80: 0.7864 | Kendall@80: 0.6093
Epoch 59/150 | Train Loss: 0.0259 | Epoch Time: 0.22s | Spearman@80: 0.7661 | Kendall@80: 0.5941
Epoch 60/150 | Train Loss: 0.0254 | Epoch Time: 0.22s | Spearman@80: 0.7899 | Kendall@80: 0.6175
Epoch 61/150 | Train Loss: 0.0219 | Epoch Time: 0.23s | Spearman@80: 0.8136 | Kendall@80: 0.6308
Epoch 62/150 | Train Loss: 0.0310 | Epoch Time: 0.21s | Spearman@80: 0.7982 | Kendall@80: 0.6283
Epoch 63/150 | Train Loss: 0.0224 | Epoch Time: 0.22s | Spearman@80: 0.7772 | Kendall@80: 0.6061
Epoch 64/150 | Train Loss: 0.0238 | Epoch Time: 0.22s | Spearman@80: 0.7629 | Kendall@80: 0.5776
