normalizing task:  Amoeba.json
normalizing task:  PNAS_fix-w-d.json
normalizing task:  ENAS_fix-w-d.json
normalizing task:  NASNet.json
normalizing task:  DARTS.json
normalizing task:  ENAS.json
normalizing task:  PNAS.json
normalizing task:  DARTS_lr-wd.json
normalizing task:  DARTS_fix-w-d.json
Epoch 1/150 | Train Loss: 0.0987 | Epoch Time: 4.39s | Spearman@80: 0.2301 | Kendall@80: 0.1607
Epoch 2/150 | Train Loss: 0.0979 | Epoch Time: 0.25s | Spearman@80: 0.2218 | Kendall@80: 0.1600
Epoch 3/150 | Train Loss: 0.0957 | Epoch Time: 0.25s | Spearman@80: 0.1598 | Kendall@80: 0.1150
Epoch 4/150 | Train Loss: 0.0845 | Epoch Time: 0.24s | Spearman@80: 0.1187 | Kendall@80: 0.0878
Epoch 5/150 | Train Loss: 0.0772 | Epoch Time: 0.25s | Spearman@80: 0.1036 | Kendall@80: 0.0795
Epoch 6/150 | Train Loss: 0.0597 | Epoch Time: 0.25s | Spearman@80: 0.0861 | Kendall@80: 0.0713
Epoch 7/150 | Train Loss: 0.0532 | Epoch Time: 0.25s | Spearman@80: 0.0826 | Kendall@80: 0.0593
Epoch 8/150 | Train Loss: 0.0682 | Epoch Time: 0.24s | Spearman@80: 0.0881 | Kendall@80: 0.0662
Epoch 9/150 | Train Loss: 0.0491 | Epoch Time: 0.25s | Spearman@80: 0.0831 | Kendall@80: 0.0605
Epoch 10/150 | Train Loss: 0.0519 | Epoch Time: 0.25s | Spearman@80: 0.0720 | Kendall@80: 0.0555
Epoch 11/150 | Train Loss: 0.0592 | Epoch Time: 0.24s | Spearman@80: 0.0758 | Kendall@80: 0.0574
Epoch 12/150 | Train Loss: 0.0436 | Epoch Time: 0.25s | Spearman@80: 0.0418 | Kendall@80: 0.0339
Epoch 13/150 | Train Loss: 0.0387 | Epoch Time: 0.24s | Spearman@80: 0.0797 | Kendall@80: 0.0561
Epoch 14/150 | Train Loss: 0.0208 | Epoch Time: 0.25s | Spearman@80: 0.0877 | Kendall@80: 0.0643
Epoch 15/150 | Train Loss: 0.0219 | Epoch Time: 0.25s | Spearman@80: 0.0886 | Kendall@80: 0.0656
Epoch 16/150 | Train Loss: 0.0228 | Epoch Time: 0.24s | Spearman@80: 0.0664 | Kendall@80: 0.0580
Epoch 17/150 | Train Loss: 0.0253 | Epoch Time: 0.25s | Spearman@80: 0.0848 | Kendall@80: 0.0688
Epoch 18/150 | Train Loss: 0.0187 | Epoch Time: 0.24s | Spearman@80: 0.0856 | Kendall@80: 0.0631
Epoch 19/150 | Train Loss: 0.0233 | Epoch Time: 0.25s | Spearman@80: 0.0800 | Kendall@80: 0.0624
Epoch 20/150 | Train Loss: 0.0213 | Epoch Time: 0.25s | Spearman@80: 0.0862 | Kendall@80: 0.0681
Epoch 21/150 | Train Loss: 0.0283 | Epoch Time: 0.25s | Spearman@80: 0.0949 | Kendall@80: 0.0738
Epoch 22/150 | Train Loss: 0.0191 | Epoch Time: 0.24s | Spearman@80: 0.1059 | Kendall@80: 0.0821
Epoch 23/150 | Train Loss: 0.0289 | Epoch Time: 0.25s | Spearman@80: 0.1024 | Kendall@80: 0.0770
Epoch 24/150 | Train Loss: 0.0246 | Epoch Time: 0.24s | Spearman@80: 0.0836 | Kendall@80: 0.0681
Epoch 25/150 | Train Loss: 0.0196 | Epoch Time: 0.25s | Spearman@80: 0.0861 | Kendall@80: 0.0681
Epoch 26/150 | Train Loss: 0.0198 | Epoch Time: 0.24s | Spearman@80: 0.0537 | Kendall@80: 0.0466
Epoch 27/150 | Train Loss: 0.0249 | Epoch Time: 0.24s | Spearman@80: 0.0377 | Kendall@80: 0.0314
Epoch 28/150 | Train Loss: 0.0152 | Epoch Time: 0.24s | Spearman@80: 0.0346 | Kendall@80: 0.0314
Epoch 29/150 | Train Loss: 0.0155 | Epoch Time: 0.25s | Spearman@80: 0.0600 | Kendall@80: 0.0504
Epoch 30/150 | Train Loss: 0.0061 | Epoch Time: 0.24s | Spearman@80: 0.0928 | Kendall@80: 0.0713
Epoch 31/150 | Train Loss: 0.0280 | Epoch Time: 0.25s | Spearman@80: 0.0937 | Kendall@80: 0.0726
Epoch 32/150 | Train Loss: 0.0207 | Epoch Time: 0.25s | Spearman@80: 0.1046 | Kendall@80: 0.0757
Epoch 33/150 | Train Loss: 0.0212 | Epoch Time: 0.25s | Spearman@80: 0.1138 | Kendall@80: 0.0833
Epoch 34/150 | Train Loss: 0.0147 | Epoch Time: 0.25s | Spearman@80: 0.1156 | Kendall@80: 0.0878
Epoch 35/150 | Train Loss: 0.0084 | Epoch Time: 0.25s | Spearman@80: 0.1135 | Kendall@80: 0.0808
Epoch 36/150 | Train Loss: 0.0136 | Epoch Time: 0.24s | Spearman@80: 0.1122 | Kendall@80: 0.0814
Epoch 37/150 | Train Loss: 0.0028 | Epoch Time: 0.24s | Spearman@80: 0.0823 | Kendall@80: 0.0631
Epoch 38/150 | Train Loss: 0.0123 | Epoch Time: 0.24s | Spearman@80: 0.0901 | Kendall@80: 0.0694
Epoch 39/150 | Train Loss: 0.0066 | Epoch Time: 0.25s | Spearman@80: 0.0695 | Kendall@80: 0.0510
Epoch 40/150 | Train Loss: 0.0097 | Epoch Time: 0.24s | Spearman@80: 0.0630 | Kendall@80: 0.0504
Epoch 41/150 | Train Loss: 0.0073 | Epoch Time: 0.25s | Spearman@80: 0.0617 | Kendall@80: 0.0491
Epoch 42/150 | Train Loss: 0.0032 | Epoch Time: 0.24s | Spearman@80: 0.0333 | Kendall@80: 0.0358
Epoch 43/150 | Train Loss: 0.0108 | Epoch Time: 0.25s | Spearman@80: 0.0534 | Kendall@80: 0.0421
Epoch 44/150 | Train Loss: 0.0060 | Epoch Time: 0.25s | Spearman@80: 0.0579 | Kendall@80: 0.0466
Epoch 45/150 | Train Loss: 0.0143 | Epoch Time: 0.25s | Spearman@80: 0.0528 | Kendall@80: 0.0453
Epoch 46/150 | Train Loss: 0.0039 | Epoch Time: 0.24s | Spearman@80: 0.0436 | Kendall@80: 0.0371
Epoch 47/150 | Train Loss: 0.0181 | Epoch Time: 0.25s | Spearman@80: 0.0506 | Kendall@80: 0.0358
Epoch 48/150 | Train Loss: 0.0071 | Epoch Time: 0.24s | Spearman@80: 0.0559 | Kendall@80: 0.0472
Epoch 49/150 | Train Loss: 0.0093 | Epoch Time: 0.24s | Spearman@80: 0.0701 | Kendall@80: 0.0599
Epoch 50/150 | Train Loss: 0.0157 | Epoch Time: 0.25s | Spearman@80: 0.0774 | Kendall@80: 0.0593
Epoch 51/150 | Train Loss: 0.0107 | Epoch Time: 0.25s | Spearman@80: 0.0887 | Kendall@80: 0.0631
Epoch 52/150 | Train Loss: 0.0170 | Epoch Time: 0.25s | Spearman@80: 0.0888 | Kendall@80: 0.0650
Epoch 53/150 | Train Loss: 0.0097 | Epoch Time: 0.25s | Spearman@80: 0.1041 | Kendall@80: 0.0783
Epoch 54/150 | Train Loss: 0.0168 | Epoch Time: 0.25s | Spearman@80: 0.0832 | Kendall@80: 0.0637
Epoch 55/150 | Train Loss: 0.0138 | Epoch Time: 0.25s | Spearman@80: 0.0689 | Kendall@80: 0.0498
Epoch 56/150 | Train Loss: 0.0094 | Epoch Time: 0.24s | Spearman@80: 0.0687 | Kendall@80: 0.0510
Epoch 57/150 | Train Loss: 0.0125 | Epoch Time: 0.25s | Spearman@80: 0.0374 | Kendall@80: 0.0320
Epoch 58/150 | Train Loss: 0.0048 | Epoch Time: 0.24s | Spearman@80: 0.0428 | Kendall@80: 0.0364
Epoch 59/150 | Train Loss: 0.0078 | Epoch Time: 0.25s | Spearman@80: 0.0504 | Kendall@80: 0.0396
Epoch 60/150 | Train Loss: 0.0125 | Epoch Time: 0.25s | Spearman@80: 0.0573 | Kendall@80: 0.0447
Epoch 61/150 | Train Loss: 0.0055 | Epoch Time: 0.25s | Spearman@80: 0.0362 | Kendall@80: 0.0434
Epoch 62/150 | Train Loss: 0.0004 | Epoch Time: 0.25s | Spearman@80: 0.0347 | Kendall@80: 0.0415
Epoch 63/150 | Train Loss: 0.0031 | Epoch Time: 0.24s | Spearman@80: 0.0429 | Kendall@80: 0.0453
