Loading files for NASBench201...
Normalizing ZCP dict
try to create the NAS-Bench-201 api from /home/ya255/projects/flan_hardware/nas_embedding_suite/embedding_datasets/NAS-Bench-201-v1_1-096897.pth
Loaded files in:  105.26598191261292  seconds
Loading cache for NASBench-201 speedup!!...
Loading cache for NASBench-201 speedup!!...
Epoch 1/150 | Train Loss: 0.4691 | Epoch Time: 2.80s | Spearman@80: -0.0654 | Kendall@80: -0.0418
Epoch 2/150 | Train Loss: 0.0931 | Epoch Time: 0.01s | Spearman@80: 0.0854 | Kendall@80: 0.0665
Epoch 3/150 | Train Loss: 0.0108 | Epoch Time: 0.01s | Spearman@80: 0.1034 | Kendall@80: 0.0734
Epoch 4/150 | Train Loss: 0.0395 | Epoch Time: 0.01s | Spearman@80: 0.1145 | Kendall@80: 0.0823
Epoch 5/150 | Train Loss: 0.0099 | Epoch Time: 0.01s | Spearman@80: 0.1495 | Kendall@80: 0.1038
Epoch 6/150 | Train Loss: 0.2658 | Epoch Time: 0.01s | Spearman@80: 0.1725 | Kendall@80: 0.1253
Epoch 7/150 | Train Loss: 0.1713 | Epoch Time: 0.01s | Spearman@80: 0.1902 | Kendall@80: 0.1335
Epoch 8/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: 0.2056 | Kendall@80: 0.1437
Epoch 9/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: 0.2180 | Kendall@80: 0.1481
Epoch 10/150 | Train Loss: 0.1120 | Epoch Time: 0.01s | Spearman@80: 0.2272 | Kendall@80: 0.1494
Epoch 11/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: 0.2252 | Kendall@80: 0.1506
Epoch 12/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: 0.2237 | Kendall@80: 0.1513
Epoch 13/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: 0.2226 | Kendall@80: 0.1506
Epoch 14/150 | Train Loss: 0.0799 | Epoch Time: 0.01s | Spearman@80: 0.2216 | Kendall@80: 0.1494
Epoch 15/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: 0.2082 | Kendall@80: 0.1373
Epoch 16/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: 0.2055 | Kendall@80: 0.1361
Epoch 17/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: 0.2031 | Kendall@80: 0.1367
Epoch 18/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: 0.2111 | Kendall@80: 0.1449
Epoch 19/150 | Train Loss: 0.0548 | Epoch Time: 0.01s | Spearman@80: 0.2061 | Kendall@80: 0.1418
Epoch 20/150 | Train Loss: 0.1871 | Epoch Time: 0.01s | Spearman@80: 0.2148 | Kendall@80: 0.1494
Epoch 21/150 | Train Loss: 0.0357 | Epoch Time: 0.01s | Spearman@80: 0.2105 | Kendall@80: 0.1443
Epoch 22/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: 0.2114 | Kendall@80: 0.1475
Epoch 23/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: 0.2175 | Kendall@80: 0.1500
Epoch 24/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: 0.2236 | Kendall@80: 0.1525
Epoch 25/150 | Train Loss: 0.1321 | Epoch Time: 0.01s | Spearman@80: 0.2253 | Kendall@80: 0.1551
Epoch 26/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: 0.2177 | Kendall@80: 0.1462
Epoch 27/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: 0.2135 | Kendall@80: 0.1443
Epoch 28/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: 0.2165 | Kendall@80: 0.1462
Epoch 29/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: 0.2043 | Kendall@80: 0.1373
Epoch 30/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: 0.2040 | Kendall@80: 0.1392
Epoch 31/150 | Train Loss: 0.1334 | Epoch Time: 0.01s | Spearman@80: 0.2112 | Kendall@80: 0.1430
Epoch 32/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: 0.2200 | Kendall@80: 0.1513
Epoch 33/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: 0.2148 | Kendall@80: 0.1468
Epoch 34/150 | Train Loss: 0.1442 | Epoch Time: 0.01s | Spearman@80: 0.2224 | Kendall@80: 0.1525
Epoch 35/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: 0.2270 | Kendall@80: 0.1532
Epoch 36/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: 0.2281 | Kendall@80: 0.1544
Epoch 37/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: 0.2417 | Kendall@80: 0.1652
Epoch 38/150 | Train Loss: 0.0456 | Epoch Time: 0.01s | Spearman@80: 0.2335 | Kendall@80: 0.1551
Epoch 39/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: 0.2245 | Kendall@80: 0.1481
Epoch 40/150 | Train Loss: 0.0457 | Epoch Time: 0.01s | Spearman@80: 0.2395 | Kendall@80: 0.1601
Epoch 41/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: 0.2383 | Kendall@80: 0.1570
Epoch 42/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: 0.2396 | Kendall@80: 0.1595
Epoch 43/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: 0.2421 | Kendall@80: 0.1627
Epoch 44/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: 0.2549 | Kendall@80: 0.1709
Epoch 45/150 | Train Loss: 0.0437 | Epoch Time: 0.01s | Spearman@80: 0.2653 | Kendall@80: 0.1785
Epoch 46/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: 0.2683 | Kendall@80: 0.1823
Epoch 47/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: 0.2659 | Kendall@80: 0.1797
Epoch 48/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: 0.2558 | Kendall@80: 0.1690
Epoch 49/150 | Train Loss: 0.3615 | Epoch Time: 0.01s | Spearman@80: 0.2489 | Kendall@80: 0.1671
Epoch 50/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: 0.2590 | Kendall@80: 0.1715
Epoch 51/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: 0.2505 | Kendall@80: 0.1658
Epoch 52/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: 0.2569 | Kendall@80: 0.1722
Epoch 53/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: 0.2541 | Kendall@80: 0.1690
Epoch 54/150 | Train Loss: 0.0250 | Epoch Time: 0.01s | Spearman@80: 0.2668 | Kendall@80: 0.1804
Epoch 55/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: 0.2707 | Kendall@80: 0.1842
Epoch 56/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: 0.2742 | Kendall@80: 0.1861
