Loading files for NASBench201...
Normalizing ZCP dict
try to create the NAS-Bench-201 api from /home/ya255/projects/flan_hardware/nas_embedding_suite/embedding_datasets/NAS-Bench-201-v1_1-096897.pth
Loaded files in:  91.25880217552185  seconds
Loading cache for NASBench-201 speedup!!...
Loading cache for NASBench-201 speedup!!...
Epoch 1/150 | Train Loss: 0.0966 | Epoch Time: 4.47s | Spearman@80: -0.1320 | Kendall@80: -0.0934
Epoch 2/150 | Train Loss: 0.1019 | Epoch Time: 0.06s | Spearman@80: 0.6224 | Kendall@80: 0.4622
Epoch 3/150 | Train Loss: 0.0924 | Epoch Time: 0.06s | Spearman@80: 0.5485 | Kendall@80: 0.4020
Epoch 4/150 | Train Loss: 0.0956 | Epoch Time: 0.05s | Spearman@80: 0.5103 | Kendall@80: 0.3736
Epoch 5/150 | Train Loss: 0.0934 | Epoch Time: 0.05s | Spearman@80: 0.4784 | Kendall@80: 0.3496
Epoch 6/150 | Train Loss: 0.0936 | Epoch Time: 0.06s | Spearman@80: 0.4612 | Kendall@80: 0.3384
Epoch 7/150 | Train Loss: 0.0912 | Epoch Time: 0.05s | Spearman@80: 0.4543 | Kendall@80: 0.3305
Epoch 8/150 | Train Loss: 0.0886 | Epoch Time: 0.05s | Spearman@80: 0.4631 | Kendall@80: 0.3376
Epoch 9/150 | Train Loss: 0.0815 | Epoch Time: 0.05s | Spearman@80: 0.4586 | Kendall@80: 0.3334
Epoch 10/150 | Train Loss: 0.0854 | Epoch Time: 0.05s | Spearman@80: 0.4632 | Kendall@80: 0.3366
Epoch 11/150 | Train Loss: 0.0749 | Epoch Time: 0.05s | Spearman@80: 0.4645 | Kendall@80: 0.3389
Epoch 12/150 | Train Loss: 0.0935 | Epoch Time: 0.05s | Spearman@80: 0.4647 | Kendall@80: 0.3373
Epoch 13/150 | Train Loss: 0.0460 | Epoch Time: 0.05s | Spearman@80: 0.4668 | Kendall@80: 0.3408
