Loading Files for NASBench101...
Loading dataset from file... This may take a few minutes...
Loaded dataset in 64 seconds
Loaded files in:  101.31774806976318  seconds
Normalizing ZCP dict
Epoch 1/150 | Train Loss: 0.0966 | Epoch Time: 2.13s | Spearman@80: 0.5144 | Kendall@80: 0.3570
Epoch 2/150 | Train Loss: 0.0805 | Epoch Time: 0.25s | Spearman@80: 0.5640 | Kendall@80: 0.3956
Epoch 3/150 | Train Loss: 0.0646 | Epoch Time: 0.25s | Spearman@80: 0.6649 | Kendall@80: 0.4797
Epoch 4/150 | Train Loss: 0.0585 | Epoch Time: 0.26s | Spearman@80: 0.7268 | Kendall@80: 0.5411
Epoch 5/150 | Train Loss: 0.0553 | Epoch Time: 0.25s | Spearman@80: 0.6922 | Kendall@80: 0.5082
Epoch 6/150 | Train Loss: 0.0494 | Epoch Time: 0.25s | Spearman@80: 0.7374 | Kendall@80: 0.5551
Epoch 7/150 | Train Loss: 0.0497 | Epoch Time: 0.26s | Spearman@80: 0.7439 | Kendall@80: 0.5646
Epoch 8/150 | Train Loss: 0.0457 | Epoch Time: 0.25s | Spearman@80: 0.7467 | Kendall@80: 0.5715
Epoch 9/150 | Train Loss: 0.0428 | Epoch Time: 0.26s | Spearman@80: 0.7449 | Kendall@80: 0.5677
Epoch 10/150 | Train Loss: 0.0528 | Epoch Time: 0.25s | Spearman@80: 0.7198 | Kendall@80: 0.5405
Epoch 11/150 | Train Loss: 0.0396 | Epoch Time: 0.25s | Spearman@80: 0.7255 | Kendall@80: 0.5449
Epoch 12/150 | Train Loss: 0.0385 | Epoch Time: 0.26s | Spearman@80: 0.7101 | Kendall@80: 0.5310
Epoch 13/150 | Train Loss: 0.0342 | Epoch Time: 0.25s | Spearman@80: 0.7027 | Kendall@80: 0.5158
Epoch 14/150 | Train Loss: 0.0399 | Epoch Time: 0.25s | Spearman@80: 0.7062 | Kendall@80: 0.5171
Epoch 15/150 | Train Loss: 0.0432 | Epoch Time: 0.25s | Spearman@80: 0.7012 | Kendall@80: 0.5177
Epoch 16/150 | Train Loss: 0.0366 | Epoch Time: 0.25s | Spearman@80: 0.6841 | Kendall@80: 0.4968
Epoch 17/150 | Train Loss: 0.0348 | Epoch Time: 0.25s | Spearman@80: 0.6829 | Kendall@80: 0.4987
Epoch 18/150 | Train Loss: 0.0359 | Epoch Time: 0.26s | Spearman@80: 0.6807 | Kendall@80: 0.4956
Epoch 19/150 | Train Loss: 0.0337 | Epoch Time: 0.25s | Spearman@80: 0.6719 | Kendall@80: 0.4848
Epoch 20/150 | Train Loss: 0.0341 | Epoch Time: 0.26s | Spearman@80: 0.6729 | Kendall@80: 0.4873
Epoch 21/150 | Train Loss: 0.0415 | Epoch Time: 0.25s | Spearman@80: 0.6764 | Kendall@80: 0.4949
Epoch 22/150 | Train Loss: 0.0419 | Epoch Time: 0.26s | Spearman@80: 0.6703 | Kendall@80: 0.4905
Epoch 23/150 | Train Loss: 0.0422 | Epoch Time: 0.26s | Spearman@80: 0.6922 | Kendall@80: 0.5089
Epoch 24/150 | Train Loss: 0.0309 | Epoch Time: 0.26s | Spearman@80: 0.6998 | Kendall@80: 0.5171
Epoch 25/150 | Train Loss: 0.0371 | Epoch Time: 0.25s | Spearman@80: 0.6760 | Kendall@80: 0.4854
Epoch 26/150 | Train Loss: 0.0287 | Epoch Time: 0.25s | Spearman@80: 0.7143 | Kendall@80: 0.5247
Epoch 27/150 | Train Loss: 0.0311 | Epoch Time: 0.24s | Spearman@80: 0.7313 | Kendall@80: 0.5418
Epoch 28/150 | Train Loss: 0.0320 | Epoch Time: 0.24s | Spearman@80: 0.7403 | Kendall@80: 0.5589
Epoch 29/150 | Train Loss: 0.0457 | Epoch Time: 0.26s | Spearman@80: 0.7526 | Kendall@80: 0.5665
Epoch 30/150 | Train Loss: 0.0333 | Epoch Time: 0.25s | Spearman@80: 0.6873 | Kendall@80: 0.5051
Epoch 31/150 | Train Loss: 0.0441 | Epoch Time: 0.26s | Spearman@80: 0.6774 | Kendall@80: 0.4981
Epoch 32/150 | Train Loss: 0.0379 | Epoch Time: 0.25s | Spearman@80: 0.6880 | Kendall@80: 0.5051
Epoch 33/150 | Train Loss: 0.0371 | Epoch Time: 0.26s | Spearman@80: 0.7094 | Kendall@80: 0.5139
Epoch 34/150 | Train Loss: 0.0333 | Epoch Time: 0.24s | Spearman@80: 0.6602 | Kendall@80: 0.4658
Epoch 35/150 | Train Loss: 0.0314 | Epoch Time: 0.26s | Spearman@80: 0.6717 | Kendall@80: 0.4848
Epoch 36/150 | Train Loss: 0.0261 | Epoch Time: 0.26s | Spearman@80: 0.7308 | Kendall@80: 0.5449
Epoch 37/150 | Train Loss: 0.0336 | Epoch Time: 0.26s | Spearman@80: 0.7556 | Kendall@80: 0.5709
Epoch 38/150 | Train Loss: 0.0342 | Epoch Time: 0.26s | Spearman@80: 0.7278 | Kendall@80: 0.5329
Epoch 39/150 | Train Loss: 0.0421 | Epoch Time: 0.26s | Spearman@80: 0.6923 | Kendall@80: 0.5013
Epoch 40/150 | Train Loss: 0.0353 | Epoch Time: 0.26s | Spearman@80: 0.7183 | Kendall@80: 0.5354
Epoch 41/150 | Train Loss: 0.0351 | Epoch Time: 0.26s | Spearman@80: 0.7252 | Kendall@80: 0.5392
Epoch 42/150 | Train Loss: 0.0335 | Epoch Time: 0.25s | Spearman@80: 0.7024 | Kendall@80: 0.5234
Epoch 43/150 | Train Loss: 0.0277 | Epoch Time: 0.26s | Spearman@80: 0.7135 | Kendall@80: 0.5342
Epoch 44/150 | Train Loss: 0.0274 | Epoch Time: 0.25s | Spearman@80: 0.6992 | Kendall@80: 0.5209
Epoch 45/150 | Train Loss: 0.0290 | Epoch Time: 0.25s | Spearman@80: 0.6825 | Kendall@80: 0.5057
Epoch 46/150 | Train Loss: 0.0366 | Epoch Time: 0.26s | Spearman@80: 0.7266 | Kendall@80: 0.5424
Epoch 47/150 | Train Loss: 0.0257 | Epoch Time: 0.26s | Spearman@80: 0.7137 | Kendall@80: 0.5291
Epoch 48/150 | Train Loss: 0.0369 | Epoch Time: 0.26s | Spearman@80: 0.7023 | Kendall@80: 0.5234
Epoch 49/150 | Train Loss: 0.0347 | Epoch Time: 0.25s | Spearman@80: 0.7109 | Kendall@80: 0.5291
Epoch 50/150 | Train Loss: 0.0312 | Epoch Time: 0.26s | Spearman@80: 0.7268 | Kendall@80: 0.5462
Epoch 51/150 | Train Loss: 0.0237 | Epoch Time: 0.26s | Spearman@80: 0.7038 | Kendall@80: 0.5196
Epoch 52/150 | Train Loss: 0.0241 | Epoch Time: 0.26s | Spearman@80: 0.6957 | Kendall@80: 0.5076
Epoch 53/150 | Train Loss: 0.0263 | Epoch Time: 0.25s | Spearman@80: 0.6595 | Kendall@80: 0.4791
Epoch 54/150 | Train Loss: 0.0308 | Epoch Time: 0.26s | Spearman@80: 0.7049 | Kendall@80: 0.5196
Epoch 55/150 | Train Loss: 0.0320 | Epoch Time: 0.25s | Spearman@80: 0.7113 | Kendall@80: 0.5278
Epoch 56/150 | Train Loss: 0.0288 | Epoch Time: 0.26s | Spearman@80: 0.7159 | Kendall@80: 0.5266
Epoch 57/150 | Train Loss: 0.0294 | Epoch Time: 0.25s | Spearman@80: 0.7148 | Kendall@80: 0.5259
Epoch 58/150 | Train Loss: 0.0324 | Epoch Time: 0.26s | Spearman@80: 0.7199 | Kendall@80: 0.5323
Epoch 59/150 | Train Loss: 0.0296 | Epoch Time: 0.25s | Spearman@80: 0.7244 | Kendall@80: 0.5399
Epoch 60/150 | Train Loss: 0.0391 | Epoch Time: 0.25s | Spearman@80: 0.7298 | Kendall@80: 0.5475
Epoch 61/150 | Train Loss: 0.0246 | Epoch Time: 0.24s | Spearman@80: 0.7262 | Kendall@80: 0.5354
Epoch 62/150 | Train Loss: 0.0314 | Epoch Time: 0.26s | Spearman@80: 0.7210 | Kendall@80: 0.5297
Epoch 63/150 | Train Loss: 0.0238 | Epoch Time: 0.25s | Spearman@80: 0.7436 | Kendall@80: 0.5551
Epoch 64/150 | Train Loss: 0.0329 | Epoch Time: 0.25s | Spearman@80: 0.6933 | Kendall@80: 0.5101
Epoch 65/150 | Train Loss: 0.0311 | Epoch Time: 0.25s | Spearman@80: 0.7252 | Kendall@80: 0.5430
Epoch 66/150 | Train Loss: 0.0254 | Epoch Time: 0.25s | Spearman@80: 0.7105 | Kendall@80: 0.5203
Epoch 67/150 | Train Loss: 0.0325 | Epoch Time: 0.26s | Spearman@80: 0.6830 | Kendall@80: 0.5006
Epoch 68/150 | Train Loss: 0.0208 | Epoch Time: 0.26s | Spearman@80: 0.7139 | Kendall@80: 0.5297
Epoch 69/150 | Train Loss: 0.0291 | Epoch Time: 0.26s | Spearman@80: 0.7011 | Kendall@80: 0.5171
Epoch 70/150 | Train Loss: 0.0309 | Epoch Time: 0.26s | Spearman@80: 0.6974 | Kendall@80: 0.5139
Epoch 71/150 | Train Loss: 0.0296 | Epoch Time: 0.25s | Spearman@80: 0.7401 | Kendall@80: 0.5582
Epoch 72/150 | Train Loss: 0.0180 | Epoch Time: 0.25s | Spearman@80: 0.7128 | Kendall@80: 0.5234
Epoch 73/150 | Train Loss: 0.0268 | Epoch Time: 0.25s | Spearman@80: 0.7183 | Kendall@80: 0.5304
