Loading files for NASBench201...
Normalizing ZCP dict
try to create the NAS-Bench-201 api from /home/ya255/projects/flan_hardware/nas_embedding_suite/embedding_datasets/NAS-Bench-201-v1_1-096897.pth
Loaded files in:  93.20133972167969  seconds
Loading cache for NASBench-201 speedup!!...
Loading cache for NASBench-201 speedup!!...
Epoch 1/150 | Train Loss: 0.1023 | Epoch Time: 0.49s | Spearman@80: 0.3943 | Kendall@80: 0.2719
Epoch 2/150 | Train Loss: 0.0971 | Epoch Time: 0.04s | Spearman@80: 0.4000 | Kendall@80: 0.2781
Epoch 3/150 | Train Loss: 0.0946 | Epoch Time: 0.04s | Spearman@80: 0.4008 | Kendall@80: 0.2759
Epoch 4/150 | Train Loss: 0.0942 | Epoch Time: 0.04s | Spearman@80: 0.3983 | Kendall@80: 0.2775
Epoch 5/150 | Train Loss: 0.0904 | Epoch Time: 0.04s | Spearman@80: 0.3781 | Kendall@80: 0.2581
Epoch 6/150 | Train Loss: 0.0825 | Epoch Time: 0.04s | Spearman@80: 0.3789 | Kendall@80: 0.2578
Epoch 7/150 | Train Loss: 0.0775 | Epoch Time: 0.04s | Spearman@80: 0.3787 | Kendall@80: 0.2586
Epoch 8/150 | Train Loss: 0.0793 | Epoch Time: 0.04s | Spearman@80: 0.3784 | Kendall@80: 0.2586
Epoch 9/150 | Train Loss: 0.0844 | Epoch Time: 0.04s | Spearman@80: 0.3808 | Kendall@80: 0.2597
Epoch 10/150 | Train Loss: 0.0856 | Epoch Time: 0.04s | Spearman@80: 0.3879 | Kendall@80: 0.2665
Epoch 11/150 | Train Loss: 0.0781 | Epoch Time: 0.04s | Spearman@80: 0.3856 | Kendall@80: 0.2674
Epoch 12/150 | Train Loss: 0.0815 | Epoch Time: 0.04s | Spearman@80: 0.3887 | Kendall@80: 0.2694
Epoch 13/150 | Train Loss: 0.0776 | Epoch Time: 0.04s | Spearman@80: 0.4045 | Kendall@80: 0.2819
Epoch 14/150 | Train Loss: 0.0832 | Epoch Time: 0.04s | Spearman@80: 0.4208 | Kendall@80: 0.2931
Epoch 15/150 | Train Loss: 0.0820 | Epoch Time: 0.04s | Spearman@80: 0.4420 | Kendall@80: 0.3084
Epoch 16/150 | Train Loss: 0.0703 | Epoch Time: 0.04s | Spearman@80: 0.4544 | Kendall@80: 0.3182
Epoch 17/150 | Train Loss: 0.0703 | Epoch Time: 0.04s | Spearman@80: 0.4605 | Kendall@80: 0.3224
Epoch 18/150 | Train Loss: 0.0639 | Epoch Time: 0.04s | Spearman@80: 0.4684 | Kendall@80: 0.3270
Epoch 19/150 | Train Loss: 0.0619 | Epoch Time: 0.04s | Spearman@80: 0.4835 | Kendall@80: 0.3371
Epoch 20/150 | Train Loss: 0.0586 | Epoch Time: 0.04s | Spearman@80: 0.4993 | Kendall@80: 0.3551
Epoch 21/150 | Train Loss: 0.0616 | Epoch Time: 0.04s | Spearman@80: 0.5274 | Kendall@80: 0.3740
Epoch 22/150 | Train Loss: 0.0480 | Epoch Time: 0.04s | Spearman@80: 0.5560 | Kendall@80: 0.3964
Epoch 23/150 | Train Loss: 0.0510 | Epoch Time: 0.04s | Spearman@80: 0.5727 | Kendall@80: 0.4074
Epoch 24/150 | Train Loss: 0.0523 | Epoch Time: 0.04s | Spearman@80: 0.5878 | Kendall@80: 0.4121
Epoch 25/150 | Train Loss: 0.0462 | Epoch Time: 0.04s | Spearman@80: 0.5964 | Kendall@80: 0.4203
Epoch 26/150 | Train Loss: 0.0379 | Epoch Time: 0.04s | Spearman@80: 0.6055 | Kendall@80: 0.4340
Epoch 27/150 | Train Loss: 0.0315 | Epoch Time: 0.04s | Spearman@80: 0.5995 | Kendall@80: 0.4283
Epoch 28/150 | Train Loss: 0.0268 | Epoch Time: 0.04s | Spearman@80: 0.5771 | Kendall@80: 0.4238
Epoch 29/150 | Train Loss: 0.0261 | Epoch Time: 0.04s | Spearman@80: 0.5509 | Kendall@80: 0.3962
Epoch 30/150 | Train Loss: 0.0186 | Epoch Time: 0.04s | Spearman@80: 0.5421 | Kendall@80: 0.3841
Epoch 31/150 | Train Loss: 0.0234 | Epoch Time: 0.04s | Spearman@80: 0.5494 | Kendall@80: 0.3851
Epoch 32/150 | Train Loss: 0.0286 | Epoch Time: 0.04s | Spearman@80: 0.5480 | Kendall@80: 0.3864
Epoch 33/150 | Train Loss: 0.0232 | Epoch Time: 0.04s | Spearman@80: 0.5574 | Kendall@80: 0.3860
Epoch 34/150 | Train Loss: 0.0239 | Epoch Time: 0.04s | Spearman@80: 0.5443 | Kendall@80: 0.3850
Epoch 35/150 | Train Loss: 0.0230 | Epoch Time: 0.04s | Spearman@80: 0.5241 | Kendall@80: 0.3651
Epoch 36/150 | Train Loss: 0.0206 | Epoch Time: 0.04s | Spearman@80: 0.4852 | Kendall@80: 0.3453
Epoch 37/150 | Train Loss: 0.0148 | Epoch Time: 0.04s | Spearman@80: 0.4857 | Kendall@80: 0.3596
Epoch 38/150 | Train Loss: 0.0219 | Epoch Time: 0.04s | Spearman@80: 0.5196 | Kendall@80: 0.3705
Epoch 39/150 | Train Loss: 0.0117 | Epoch Time: 0.04s | Spearman@80: 0.5553 | Kendall@80: 0.3890
Epoch 40/150 | Train Loss: 0.0217 | Epoch Time: 0.04s | Spearman@80: 0.5579 | Kendall@80: 0.3898
Epoch 41/150 | Train Loss: 0.0307 | Epoch Time: 0.04s | Spearman@80: 0.5392 | Kendall@80: 0.3847
Epoch 42/150 | Train Loss: 0.0111 | Epoch Time: 0.04s | Spearman@80: 0.5211 | Kendall@80: 0.3727
Epoch 43/150 | Train Loss: 0.0089 | Epoch Time: 0.04s | Spearman@80: 0.5008 | Kendall@80: 0.3477
Epoch 44/150 | Train Loss: 0.0176 | Epoch Time: 0.04s | Spearman@80: 0.5026 | Kendall@80: 0.3534
Epoch 45/150 | Train Loss: 0.0262 | Epoch Time: 0.04s | Spearman@80: 0.5016 | Kendall@80: 0.3558
Epoch 46/150 | Train Loss: 0.0098 | Epoch Time: 0.04s | Spearman@80: 0.5130 | Kendall@80: 0.3619
Epoch 47/150 | Train Loss: 0.0200 | Epoch Time: 0.04s | Spearman@80: 0.5244 | Kendall@80: 0.3732
Epoch 48/150 | Train Loss: 0.0129 | Epoch Time: 0.04s | Spearman@80: 0.5610 | Kendall@80: 0.4041
Epoch 49/150 | Train Loss: 0.0067 | Epoch Time: 0.04s | Spearman@80: 0.5698 | Kendall@80: 0.3996
Epoch 50/150 | Train Loss: 0.0187 | Epoch Time: 0.04s | Spearman@80: 0.5730 | Kendall@80: 0.4061
Epoch 51/150 | Train Loss: 0.0175 | Epoch Time: 0.04s | Spearman@80: 0.5598 | Kendall@80: 0.4034
Epoch 52/150 | Train Loss: 0.0115 | Epoch Time: 0.04s | Spearman@80: 0.5390 | Kendall@80: 0.3818
Epoch 53/150 | Train Loss: 0.0194 | Epoch Time: 0.04s | Spearman@80: 0.5335 | Kendall@80: 0.3841
Epoch 54/150 | Train Loss: 0.0174 | Epoch Time: 0.04s | Spearman@80: 0.5323 | Kendall@80: 0.3837
Epoch 55/150 | Train Loss: 0.0147 | Epoch Time: 0.04s | Spearman@80: 0.5523 | Kendall@80: 0.4032
Epoch 56/150 | Train Loss: 0.0120 | Epoch Time: 0.04s | Spearman@80: 0.5662 | Kendall@80: 0.4121
Epoch 57/150 | Train Loss: 0.0139 | Epoch Time: 0.04s | Spearman@80: 0.5817 | Kendall@80: 0.4216
Epoch 58/150 | Train Loss: 0.0149 | Epoch Time: 0.04s | Spearman@80: 0.5731 | Kendall@80: 0.4178
Epoch 59/150 | Train Loss: 0.0153 | Epoch Time: 0.04s | Spearman@80: 0.5866 | Kendall@80: 0.4314
Epoch 60/150 | Train Loss: 0.0123 | Epoch Time: 0.04s | Spearman@80: 0.5685 | Kendall@80: 0.4146
Epoch 61/150 | Train Loss: 0.0174 | Epoch Time: 0.03s | Spearman@80: 0.5645 | Kendall@80: 0.4064
Epoch 62/150 | Train Loss: 0.0098 | Epoch Time: 0.04s | Spearman@80: 0.5606 | Kendall@80: 0.3990
Epoch 63/150 | Train Loss: 0.0068 | Epoch Time: 0.04s | Spearman@80: 0.5756 | Kendall@80: 0.4074
Epoch 64/150 | Train Loss: 0.0178 | Epoch Time: 0.04s | Spearman@80: 0.5872 | Kendall@80: 0.4231
Epoch 65/150 | Train Loss: 0.0127 | Epoch Time: 0.04s | Spearman@80: 0.5965 | Kendall@80: 0.4305
Epoch 66/150 | Train Loss: 0.0135 | Epoch Time: 0.04s | Spearman@80: 0.6129 | Kendall@80: 0.4448
Epoch 67/150 | Train Loss: 0.0148 | Epoch Time: 0.04s | Spearman@80: 0.6259 | Kendall@80: 0.4464
Epoch 68/150 | Train Loss: 0.0109 | Epoch Time: 0.04s | Spearman@80: 0.6255 | Kendall@80: 0.4470
Epoch 69/150 | Train Loss: 0.0108 | Epoch Time: 0.04s | Spearman@80: 0.6274 | Kendall@80: 0.4511
Epoch 70/150 | Train Loss: 0.0203 | Epoch Time: 0.04s | Spearman@80: 0.6353 | Kendall@80: 0.4585
Epoch 71/150 | Train Loss: 0.0201 | Epoch Time: 0.04s | Spearman@80: 0.6315 | Kendall@80: 0.4635
Epoch 72/150 | Train Loss: 0.0139 | Epoch Time: 0.04s | Spearman@80: 0.6352 | Kendall@80: 0.4613
Epoch 73/150 | Train Loss: 0.0158 | Epoch Time: 0.04s | Spearman@80: 0.6357 | Kendall@80: 0.4578
Epoch 74/150 | Train Loss: 0.0137 | Epoch Time: 0.04s | Spearman@80: 0.6448 | Kendall@80: 0.4642
Epoch 75/150 | Train Loss: 0.0238 | Epoch Time: 0.03s | Spearman@80: 0.6448 | Kendall@80: 0.4667
Epoch 76/150 | Train Loss: 0.0044 | Epoch Time: 0.04s | Spearman@80: 0.6477 | Kendall@80: 0.4718
Epoch 77/150 | Train Loss: 0.0086 | Epoch Time: 0.04s | Spearman@80: 0.6529 | Kendall@80: 0.4756
Epoch 78/150 | Train Loss: 0.0112 | Epoch Time: 0.04s | Spearman@80: 0.6457 | Kendall@80: 0.4715
Epoch 79/150 | Train Loss: 0.0142 | Epoch Time: 0.04s | Spearman@80: 0.6533 | Kendall@80: 0.4813
Epoch 80/150 | Train Loss: 0.0130 | Epoch Time: 0.04s | Spearman@80: 0.6399 | Kendall@80: 0.4718
Epoch 81/150 | Train Loss: 0.0100 | Epoch Time: 0.04s | Spearman@80: 0.6519 | Kendall@80: 0.4836
Epoch 82/150 | Train Loss: 0.0141 | Epoch Time: 0.04s | Spearman@80: 0.6627 | Kendall@80: 0.4925
Epoch 83/150 | Train Loss: 0.0062 | Epoch Time: 0.04s | Spearman@80: 0.6634 | Kendall@80: 0.4909
Epoch 84/150 | Train Loss: 0.0071 | Epoch Time: 0.04s | Spearman@80: 0.6619 | Kendall@80: 0.4897
Epoch 85/150 | Train Loss: 0.0168 | Epoch Time: 0.04s | Spearman@80: 0.6568 | Kendall@80: 0.4842
Epoch 86/150 | Train Loss: 0.0143 | Epoch Time: 0.04s | Spearman@80: 0.6437 | Kendall@80: 0.4776
