Loading files for NASBench201...
Normalizing ZCP dict
try to create the NAS-Bench-201 api from /home/ya255/projects/flan_hardware/nas_embedding_suite/embedding_datasets/NAS-Bench-201-v1_1-096897.pth
Loaded files in:  69.79440808296204  seconds
Loading cache for NASBench-201 speedup!!...
Loading cache for NASBench-201 speedup!!...
Epoch 1/150 | Train Loss: 0.1025 | Epoch Time: 1.02s | Spearman@80: -0.4706 | Kendall@80: -0.3209
Epoch 2/150 | Train Loss: 0.1008 | Epoch Time: 0.05s | Spearman@80: 0.5878 | Kendall@80: 0.4229
Epoch 3/150 | Train Loss: 0.1057 | Epoch Time: 0.04s | Spearman@80: 0.5742 | Kendall@80: 0.4152
Epoch 4/150 | Train Loss: 0.0955 | Epoch Time: 0.03s | Spearman@80: 0.5821 | Kendall@80: 0.4229
Epoch 5/150 | Train Loss: 0.0973 | Epoch Time: 0.04s | Spearman@80: 0.5716 | Kendall@80: 0.4113
Epoch 6/150 | Train Loss: 0.1111 | Epoch Time: 0.03s | Spearman@80: 0.5666 | Kendall@80: 0.4081
Epoch 7/150 | Train Loss: 0.0964 | Epoch Time: 0.03s | Spearman@80: 0.5659 | Kendall@80: 0.4068
Epoch 8/150 | Train Loss: 0.0909 | Epoch Time: 0.04s | Spearman@80: 0.5663 | Kendall@80: 0.4088
Epoch 9/150 | Train Loss: 0.1022 | Epoch Time: 0.04s | Spearman@80: 0.5664 | Kendall@80: 0.4107
Epoch 10/150 | Train Loss: 0.0857 | Epoch Time: 0.04s | Spearman@80: 0.5655 | Kendall@80: 0.4120
Epoch 11/150 | Train Loss: 0.0869 | Epoch Time: 0.03s | Spearman@80: 0.5690 | Kendall@80: 0.4145
Epoch 12/150 | Train Loss: 0.0971 | Epoch Time: 0.03s | Spearman@80: 0.5695 | Kendall@80: 0.4145
Epoch 13/150 | Train Loss: 0.0832 | Epoch Time: 0.04s | Spearman@80: 0.5765 | Kendall@80: 0.4184
Epoch 14/150 | Train Loss: 0.0496 | Epoch Time: 0.03s | Spearman@80: 0.5806 | Kendall@80: 0.4203
Epoch 15/150 | Train Loss: 0.0686 | Epoch Time: 0.04s | Spearman@80: 0.5817 | Kendall@80: 0.4210
Epoch 16/150 | Train Loss: 0.0871 | Epoch Time: 0.04s | Spearman@80: 0.5821 | Kendall@80: 0.4216
Epoch 17/150 | Train Loss: 0.0460 | Epoch Time: 0.04s | Spearman@80: 0.5882 | Kendall@80: 0.4261
Epoch 18/150 | Train Loss: 0.0408 | Epoch Time: 0.03s | Spearman@80: 0.5928 | Kendall@80: 0.4287
Epoch 19/150 | Train Loss: 0.0210 | Epoch Time: 0.03s | Spearman@80: 0.5987 | Kendall@80: 0.4331
Epoch 20/150 | Train Loss: 0.0214 | Epoch Time: 0.03s | Spearman@80: 0.5992 | Kendall@80: 0.4331
Epoch 21/150 | Train Loss: 0.0190 | Epoch Time: 0.03s | Spearman@80: 0.6003 | Kendall@80: 0.4357
Epoch 22/150 | Train Loss: 0.0607 | Epoch Time: 0.04s | Spearman@80: 0.6071 | Kendall@80: 0.4415
Epoch 23/150 | Train Loss: 0.0237 | Epoch Time: 0.03s | Spearman@80: 0.6029 | Kendall@80: 0.4402
Epoch 24/150 | Train Loss: 0.0191 | Epoch Time: 0.03s | Spearman@80: 0.6106 | Kendall@80: 0.4486
Epoch 25/150 | Train Loss: 0.0040 | Epoch Time: 0.04s | Spearman@80: 0.6027 | Kendall@80: 0.4415
Epoch 26/150 | Train Loss: 0.0167 | Epoch Time: 0.03s | Spearman@80: 0.6030 | Kendall@80: 0.4409
Epoch 27/150 | Train Loss: 0.0151 | Epoch Time: 0.03s | Spearman@80: 0.6123 | Kendall@80: 0.4479
Epoch 28/150 | Train Loss: 0.0040 | Epoch Time: 0.04s | Spearman@80: 0.6199 | Kendall@80: 0.4524
Epoch 29/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.6235 | Kendall@80: 0.4550
Epoch 30/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.6235 | Kendall@80: 0.4537
Epoch 31/150 | Train Loss: 0.0000 | Epoch Time: 0.03s | Spearman@80: 0.6274 | Kendall@80: 0.4582
Epoch 32/150 | Train Loss: 0.0229 | Epoch Time: 0.03s | Spearman@80: 0.6228 | Kendall@80: 0.4550
Epoch 33/150 | Train Loss: 0.0072 | Epoch Time: 0.03s | Spearman@80: 0.6219 | Kendall@80: 0.4550
Epoch 34/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.6188 | Kendall@80: 0.4524
Epoch 35/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.6141 | Kendall@80: 0.4479
Epoch 36/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.6061 | Kendall@80: 0.4396
Epoch 37/150 | Train Loss: 0.0229 | Epoch Time: 0.04s | Spearman@80: 0.5905 | Kendall@80: 0.4299
Epoch 38/150 | Train Loss: 0.0000 | Epoch Time: 0.03s | Spearman@80: 0.5885 | Kendall@80: 0.4299
Epoch 39/150 | Train Loss: 0.0000 | Epoch Time: 0.03s | Spearman@80: 0.5855 | Kendall@80: 0.4267
Epoch 40/150 | Train Loss: 0.0000 | Epoch Time: 0.03s | Spearman@80: 0.5732 | Kendall@80: 0.4171
Epoch 41/150 | Train Loss: 0.0000 | Epoch Time: 0.03s | Spearman@80: 0.5683 | Kendall@80: 0.4120
Epoch 42/150 | Train Loss: 0.0000 | Epoch Time: 0.03s | Spearman@80: 0.5580 | Kendall@80: 0.4004
Epoch 43/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.5501 | Kendall@80: 0.3927
Epoch 44/150 | Train Loss: 0.0000 | Epoch Time: 0.03s | Spearman@80: 0.5460 | Kendall@80: 0.3876
Epoch 45/150 | Train Loss: 0.0000 | Epoch Time: 0.03s | Spearman@80: 0.5443 | Kendall@80: 0.3857
Epoch 46/150 | Train Loss: 0.0022 | Epoch Time: 0.04s | Spearman@80: 0.5281 | Kendall@80: 0.3748
Epoch 47/150 | Train Loss: 0.0000 | Epoch Time: 0.03s | Spearman@80: 0.5045 | Kendall@80: 0.3581
Epoch 48/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.4723 | Kendall@80: 0.3292
Epoch 49/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.4611 | Kendall@80: 0.3202
Epoch 50/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.4478 | Kendall@80: 0.3080
Epoch 51/150 | Train Loss: 0.0000 | Epoch Time: 0.03s | Spearman@80: 0.4409 | Kendall@80: 0.3022
Epoch 52/150 | Train Loss: 0.0000 | Epoch Time: 0.03s | Spearman@80: 0.4267 | Kendall@80: 0.2933
Epoch 53/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.4089 | Kendall@80: 0.2791
Epoch 54/150 | Train Loss: 0.0000 | Epoch Time: 0.03s | Spearman@80: 0.3985 | Kendall@80: 0.2708
Epoch 55/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.3910 | Kendall@80: 0.2657
Epoch 56/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.3844 | Kendall@80: 0.2592
Epoch 57/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.3814 | Kendall@80: 0.2599
Epoch 58/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.3773 | Kendall@80: 0.2560
Epoch 59/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.3742 | Kendall@80: 0.2548
Epoch 60/150 | Train Loss: 0.0000 | Epoch Time: 0.03s | Spearman@80: 0.3717 | Kendall@80: 0.2528
Epoch 61/150 | Train Loss: 0.0000 | Epoch Time: 0.03s | Spearman@80: 0.3726 | Kendall@80: 0.2541
Epoch 62/150 | Train Loss: 0.0000 | Epoch Time: 0.03s | Spearman@80: 0.3725 | Kendall@80: 0.2535
Epoch 63/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.3713 | Kendall@80: 0.2541
Epoch 64/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.3678 | Kendall@80: 0.2509
Epoch 65/150 | Train Loss: 0.0000 | Epoch Time: 0.03s | Spearman@80: 0.3644 | Kendall@80: 0.2483
Epoch 66/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.3558 | Kendall@80: 0.2426
Epoch 67/150 | Train Loss: 0.0000 | Epoch Time: 0.03s | Spearman@80: 0.3551 | Kendall@80: 0.2419
Epoch 68/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.3554 | Kendall@80: 0.2419
Epoch 69/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.3526 | Kendall@80: 0.2400
Epoch 70/150 | Train Loss: 0.0000 | Epoch Time: 0.03s | Spearman@80: 0.3505 | Kendall@80: 0.2387
Epoch 71/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.3502 | Kendall@80: 0.2374
Epoch 72/150 | Train Loss: 0.0000 | Epoch Time: 0.03s | Spearman@80: 0.3489 | Kendall@80: 0.2368
Epoch 73/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.3465 | Kendall@80: 0.2349
Epoch 74/150 | Train Loss: 0.0000 | Epoch Time: 0.03s | Spearman@80: 0.3465 | Kendall@80: 0.2349
Epoch 75/150 | Train Loss: 0.0292 | Epoch Time: 0.04s | Spearman@80: 0.3286 | Kendall@80: 0.2195
Epoch 76/150 | Train Loss: 0.0000 | Epoch Time: 0.03s | Spearman@80: 0.3223 | Kendall@80: 0.2124
Epoch 77/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.3357 | Kendall@80: 0.2252
Epoch 78/150 | Train Loss: 0.0054 | Epoch Time: 0.03s | Spearman@80: 0.3414 | Kendall@80: 0.2304
Epoch 79/150 | Train Loss: 0.0083 | Epoch Time: 0.03s | Spearman@80: 0.3400 | Kendall@80: 0.2317
