normalizing task:  Amoeba.json
normalizing task:  PNAS_fix-w-d.json
normalizing task:  ENAS_fix-w-d.json
normalizing task:  NASNet.json
normalizing task:  DARTS.json
normalizing task:  ENAS.json
normalizing task:  PNAS.json
normalizing task:  DARTS_lr-wd.json
normalizing task:  DARTS_fix-w-d.json
Epoch 1/150 | Train Loss: 0.0987 | Epoch Time: 1.32s | Spearman@80: 0.3466 | Kendall@80: 0.2340
Epoch 2/150 | Train Loss: 0.0938 | Epoch Time: 0.35s | Spearman@80: 0.2409 | Kendall@80: 0.1612
Epoch 3/150 | Train Loss: 0.0858 | Epoch Time: 0.35s | Spearman@80: 0.2941 | Kendall@80: 0.1922
Epoch 4/150 | Train Loss: 0.0751 | Epoch Time: 0.35s | Spearman@80: 0.3191 | Kendall@80: 0.2100
Epoch 5/150 | Train Loss: 0.0692 | Epoch Time: 0.35s | Spearman@80: 0.4227 | Kendall@80: 0.2835
Epoch 6/150 | Train Loss: 0.0697 | Epoch Time: 0.35s | Spearman@80: 0.4464 | Kendall@80: 0.3050
Epoch 7/150 | Train Loss: 0.0610 | Epoch Time: 0.35s | Spearman@80: 0.4462 | Kendall@80: 0.2854
Epoch 8/150 | Train Loss: 0.0606 | Epoch Time: 0.36s | Spearman@80: 0.3410 | Kendall@80: 0.2353
Epoch 9/150 | Train Loss: 0.0584 | Epoch Time: 0.35s | Spearman@80: 0.4789 | Kendall@80: 0.3145
Epoch 10/150 | Train Loss: 0.0542 | Epoch Time: 0.35s | Spearman@80: 0.4904 | Kendall@80: 0.3367
Epoch 11/150 | Train Loss: 0.0559 | Epoch Time: 0.35s | Spearman@80: 0.4938 | Kendall@80: 0.3379
Epoch 12/150 | Train Loss: 0.0493 | Epoch Time: 0.35s | Spearman@80: 0.4550 | Kendall@80: 0.3164
Epoch 13/150 | Train Loss: 0.0470 | Epoch Time: 0.35s | Spearman@80: 0.4354 | Kendall@80: 0.2961
Epoch 14/150 | Train Loss: 0.0621 | Epoch Time: 0.35s | Spearman@80: 0.4726 | Kendall@80: 0.3215
Epoch 15/150 | Train Loss: 0.0536 | Epoch Time: 0.35s | Spearman@80: 0.4731 | Kendall@80: 0.3215
