Loading files for NASBench201...
Normalizing ZCP dict
try to create the NAS-Bench-201 api from /home/ya255/projects/flan_hardware/nas_embedding_suite/embedding_datasets/NAS-Bench-201-v1_1-096897.pth
Loaded files in:  175.29180526733398  seconds
Loading cache for NASBench-201 speedup!!...
Loading cache for NASBench-201 speedup!!...
Epoch 1/150 | Train Loss: 0.2213 | Epoch Time: 3.94s | Spearman@80: -0.1615 | Kendall@80: -0.1026
Epoch 2/150 | Train Loss: 0.3363 | Epoch Time: 0.01s | Spearman@80: -0.1622 | Kendall@80: -0.1032
Epoch 3/150 | Train Loss: 0.6583 | Epoch Time: 0.01s | Spearman@80: -0.1614 | Kendall@80: -0.1026
Epoch 4/150 | Train Loss: 0.0864 | Epoch Time: 0.01s | Spearman@80: -0.1611 | Kendall@80: -0.1022
Epoch 5/150 | Train Loss: 0.2924 | Epoch Time: 0.01s | Spearman@80: -0.1629 | Kendall@80: -0.1035
Epoch 6/150 | Train Loss: 0.2983 | Epoch Time: 0.02s | Spearman@80: -0.1637 | Kendall@80: -0.1038
Epoch 7/150 | Train Loss: 0.1130 | Epoch Time: 0.01s | Spearman@80: -0.1618 | Kendall@80: -0.1032
Epoch 8/150 | Train Loss: 0.1756 | Epoch Time: 0.01s | Spearman@80: -0.1610 | Kendall@80: -0.1019
Epoch 9/150 | Train Loss: 0.1273 | Epoch Time: 0.01s | Spearman@80: 0.1619 | Kendall@80: 0.1029
Epoch 10/150 | Train Loss: 0.1757 | Epoch Time: 0.01s | Spearman@80: 0.1625 | Kendall@80: 0.1029
Epoch 11/150 | Train Loss: 0.0589 | Epoch Time: 0.01s | Spearman@80: -0.1615 | Kendall@80: -0.1029
Epoch 12/150 | Train Loss: 0.0452 | Epoch Time: 0.01s | Spearman@80: -0.1640 | Kendall@80: -0.1038
Epoch 13/150 | Train Loss: 0.1284 | Epoch Time: 0.01s | Spearman@80: -0.1611 | Kendall@80: -0.1025
Epoch 14/150 | Train Loss: 0.0540 | Epoch Time: 0.01s | Spearman@80: -0.1611 | Kendall@80: -0.1025
Epoch 15/150 | Train Loss: 0.0747 | Epoch Time: 0.01s | Spearman@80: -0.1611 | Kendall@80: -0.1025
Epoch 16/150 | Train Loss: 0.0514 | Epoch Time: 0.01s | Spearman@80: -0.1611 | Kendall@80: -0.1025
Epoch 17/150 | Train Loss: 0.0450 | Epoch Time: 0.01s | Spearman@80: -0.1611 | Kendall@80: -0.1025
Epoch 18/150 | Train Loss: 0.1428 | Epoch Time: 0.01s | Spearman@80: -0.1611 | Kendall@80: -0.1025
Epoch 19/150 | Train Loss: 0.0669 | Epoch Time: 0.01s | Spearman@80: -0.1611 | Kendall@80: -0.1025
Epoch 20/150 | Train Loss: 0.0370 | Epoch Time: 0.01s | Spearman@80: -0.1611 | Kendall@80: -0.1025
Epoch 21/150 | Train Loss: 0.0374 | Epoch Time: 0.01s | Spearman@80: -0.1611 | Kendall@80: -0.1025
Epoch 22/150 | Train Loss: 0.0922 | Epoch Time: 0.01s | Spearman@80: -0.1623 | Kendall@80: -0.1025
Epoch 23/150 | Train Loss: 0.1844 | Epoch Time: 0.01s | Spearman@80: -0.1611 | Kendall@80: -0.1025
Epoch 24/150 | Train Loss: 0.1055 | Epoch Time: 0.01s | Spearman@80: 0.1099 | Kendall@80: 0.0709
Epoch 25/150 | Train Loss: 0.0516 | Epoch Time: 0.01s | Spearman@80: 0.1625 | Kendall@80: 0.1025
Epoch 26/150 | Train Loss: 0.1025 | Epoch Time: 0.01s | Spearman@80: -0.1096 | Kendall@80: -0.0652
