Loading files for NASBench201...
Normalizing ZCP dict
try to create the NAS-Bench-201 api from /home/ya255/projects/flan_hardware/nas_embedding_suite/embedding_datasets/NAS-Bench-201-v1_1-096897.pth
Loaded files in:  155.47493481636047  seconds
Loading cache for NASBench-201 speedup!!...
Loading cache for NASBench-201 speedup!!...
Epoch 1/150 | Train Loss: 0.1016 | Epoch Time: 4.36s | Spearman@80: 0.4492 | Kendall@80: 0.3203
Epoch 2/150 | Train Loss: 0.0957 | Epoch Time: 0.06s | Spearman@80: 0.4894 | Kendall@80: 0.3578
Epoch 3/150 | Train Loss: 0.1117 | Epoch Time: 0.05s | Spearman@80: 0.4094 | Kendall@80: 0.2893
Epoch 4/150 | Train Loss: 0.1048 | Epoch Time: 0.05s | Spearman@80: 0.4585 | Kendall@80: 0.3281
Epoch 5/150 | Train Loss: 0.1000 | Epoch Time: 0.04s | Spearman@80: 0.4608 | Kendall@80: 0.3305
Epoch 6/150 | Train Loss: 0.1023 | Epoch Time: 0.04s | Spearman@80: 0.4437 | Kendall@80: 0.3081
Epoch 7/150 | Train Loss: 0.0948 | Epoch Time: 0.05s | Spearman@80: 0.4389 | Kendall@80: 0.3043
Epoch 8/150 | Train Loss: 0.0959 | Epoch Time: 0.04s | Spearman@80: 0.4142 | Kendall@80: 0.2839
Epoch 9/150 | Train Loss: 0.0975 | Epoch Time: 0.04s | Spearman@80: 0.3105 | Kendall@80: 0.2111
Epoch 10/150 | Train Loss: 0.1070 | Epoch Time: 0.04s | Spearman@80: -0.1632 | Kendall@80: -0.1193
Epoch 11/150 | Train Loss: 0.0980 | Epoch Time: 0.04s | Spearman@80: -0.1300 | Kendall@80: -0.0982
Epoch 12/150 | Train Loss: 0.0991 | Epoch Time: 0.04s | Spearman@80: -0.2889 | Kendall@80: -0.2147
Epoch 13/150 | Train Loss: 0.1157 | Epoch Time: 0.04s | Spearman@80: -0.2210 | Kendall@80: -0.1707
Epoch 14/150 | Train Loss: 0.0919 | Epoch Time: 0.05s | Spearman@80: -0.0131 | Kendall@80: -0.0219
Epoch 15/150 | Train Loss: 0.1020 | Epoch Time: 0.04s | Spearman@80: 0.2994 | Kendall@80: 0.1932
Epoch 16/150 | Train Loss: 0.0744 | Epoch Time: 0.04s | Spearman@80: 0.4051 | Kendall@80: 0.2672
Epoch 17/150 | Train Loss: 0.0887 | Epoch Time: 0.04s | Spearman@80: 0.4217 | Kendall@80: 0.2774
Epoch 18/150 | Train Loss: 0.0926 | Epoch Time: 0.04s | Spearman@80: 0.3710 | Kendall@80: 0.2435
Epoch 19/150 | Train Loss: 0.0868 | Epoch Time: 0.04s | Spearman@80: 0.3182 | Kendall@80: 0.2054
Epoch 20/150 | Train Loss: 0.1091 | Epoch Time: 0.05s | Spearman@80: 0.2918 | Kendall@80: 0.1859
Epoch 21/150 | Train Loss: 0.0714 | Epoch Time: 0.04s | Spearman@80: 0.2702 | Kendall@80: 0.1743
Epoch 22/150 | Train Loss: 0.0564 | Epoch Time: 0.04s | Spearman@80: 0.2468 | Kendall@80: 0.1622
Epoch 23/150 | Train Loss: 0.0410 | Epoch Time: 0.04s | Spearman@80: 0.1893 | Kendall@80: 0.1275
Epoch 24/150 | Train Loss: 0.0272 | Epoch Time: 0.04s | Spearman@80: 0.2094 | Kendall@80: 0.1446
Epoch 25/150 | Train Loss: 0.0291 | Epoch Time: 0.04s | Spearman@80: 0.1713 | Kendall@80: 0.1186
Epoch 26/150 | Train Loss: 0.0131 | Epoch Time: 0.04s | Spearman@80: 0.1425 | Kendall@80: 0.1002
Epoch 27/150 | Train Loss: 0.0035 | Epoch Time: 0.04s | Spearman@80: 0.0652 | Kendall@80: 0.0451
Epoch 28/150 | Train Loss: 0.0172 | Epoch Time: 0.04s | Spearman@80: 0.0991 | Kendall@80: 0.0665
Epoch 29/150 | Train Loss: 0.0093 | Epoch Time: 0.04s | Spearman@80: 0.1110 | Kendall@80: 0.0745
Epoch 30/150 | Train Loss: 0.0035 | Epoch Time: 0.05s | Spearman@80: 0.0706 | Kendall@80: 0.0506
Epoch 31/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.0341 | Kendall@80: 0.0178
Epoch 32/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: -0.0026 | Kendall@80: -0.0057
Epoch 33/150 | Train Loss: 0.0078 | Epoch Time: 0.05s | Spearman@80: 0.0294 | Kendall@80: 0.0162
Epoch 34/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.0460 | Kendall@80: 0.0356
Epoch 35/150 | Train Loss: 0.0000 | Epoch Time: 0.05s | Spearman@80: 0.0858 | Kendall@80: 0.0563
Epoch 36/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.1010 | Kendall@80: 0.0718
Epoch 37/150 | Train Loss: 0.0000 | Epoch Time: 0.05s | Spearman@80: 0.1032 | Kendall@80: 0.0766
Epoch 38/150 | Train Loss: 0.0000 | Epoch Time: 0.05s | Spearman@80: 0.1138 | Kendall@80: 0.0839
Epoch 39/150 | Train Loss: 0.0000 | Epoch Time: 0.05s | Spearman@80: 0.1201 | Kendall@80: 0.0890
Epoch 40/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.1332 | Kendall@80: 0.1021
Epoch 41/150 | Train Loss: 0.0000 | Epoch Time: 0.05s | Spearman@80: 0.1452 | Kendall@80: 0.1103
Epoch 42/150 | Train Loss: 0.0000 | Epoch Time: 0.05s | Spearman@80: 0.1527 | Kendall@80: 0.1151
Epoch 43/150 | Train Loss: 0.0094 | Epoch Time: 0.04s | Spearman@80: 0.1561 | Kendall@80: 0.1168
Epoch 44/150 | Train Loss: 0.0155 | Epoch Time: 0.04s | Spearman@80: 0.1276 | Kendall@80: 0.0964
Epoch 45/150 | Train Loss: 0.0404 | Epoch Time: 0.05s | Spearman@80: 0.1034 | Kendall@80: 0.0719
Epoch 46/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.0682 | Kendall@80: 0.0480
Epoch 47/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.0181 | Kendall@80: 0.0073
Epoch 48/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: -0.0165 | Kendall@80: -0.0067
Epoch 49/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: -0.0315 | Kendall@80: -0.0251
Epoch 50/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: -0.0519 | Kendall@80: -0.0404
Epoch 51/150 | Train Loss: 0.0514 | Epoch Time: 0.04s | Spearman@80: -0.0344 | Kendall@80: -0.0283
Epoch 52/150 | Train Loss: 0.0404 | Epoch Time: 0.04s | Spearman@80: 0.0316 | Kendall@80: 0.0159
Epoch 53/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.0578 | Kendall@80: 0.0334
Epoch 54/150 | Train Loss: 0.0000 | Epoch Time: 0.05s | Spearman@80: 0.0939 | Kendall@80: 0.0610
Epoch 55/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.1311 | Kendall@80: 0.0852
Epoch 56/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.1638 | Kendall@80: 0.1098
Epoch 57/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.1834 | Kendall@80: 0.1323
Epoch 58/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.2083 | Kendall@80: 0.1492
Epoch 59/150 | Train Loss: 0.0061 | Epoch Time: 0.04s | Spearman@80: 0.1975 | Kendall@80: 0.1400
Epoch 60/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.1850 | Kendall@80: 0.1311
Epoch 61/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.1782 | Kendall@80: 0.1263
Epoch 62/150 | Train Loss: 0.0250 | Epoch Time: 0.04s | Spearman@80: 0.1535 | Kendall@80: 0.0999
Epoch 63/150 | Train Loss: 0.0138 | Epoch Time: 0.05s | Spearman@80: 0.1344 | Kendall@80: 0.0878
Epoch 64/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.0996 | Kendall@80: 0.0646
Epoch 65/150 | Train Loss: 0.0000 | Epoch Time: 0.05s | Spearman@80: 0.0910 | Kendall@80: 0.0515
Epoch 66/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.0740 | Kendall@80: 0.0429
Epoch 67/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.0645 | Kendall@80: 0.0343
Epoch 68/150 | Train Loss: 0.0118 | Epoch Time: 0.05s | Spearman@80: 0.0657 | Kendall@80: 0.0353
Epoch 69/150 | Train Loss: 0.0000 | Epoch Time: 0.05s | Spearman@80: 0.0669 | Kendall@80: 0.0366
Epoch 70/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.0660 | Kendall@80: 0.0362
Epoch 71/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.0693 | Kendall@80: 0.0382
Epoch 72/150 | Train Loss: 0.0000 | Epoch Time: 0.05s | Spearman@80: 0.0711 | Kendall@80: 0.0394
Epoch 73/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.0707 | Kendall@80: 0.0372
Epoch 74/150 | Train Loss: 0.0039 | Epoch Time: 0.04s | Spearman@80: 0.0705 | Kendall@80: 0.0369
Epoch 75/150 | Train Loss: 0.0000 | Epoch Time: 0.05s | Spearman@80: 0.0706 | Kendall@80: 0.0369
Epoch 76/150 | Train Loss: 0.0000 | Epoch Time: 0.05s | Spearman@80: 0.0674 | Kendall@80: 0.0340
Epoch 77/150 | Train Loss: 0.0000 | Epoch Time: 0.05s | Spearman@80: 0.0657 | Kendall@80: 0.0305
Epoch 78/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.0674 | Kendall@80: 0.0337
Epoch 79/150 | Train Loss: 0.0000 | Epoch Time: 0.05s | Spearman@80: 0.0526 | Kendall@80: 0.0213
Epoch 80/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.0507 | Kendall@80: 0.0191
Epoch 81/150 | Train Loss: 0.0000 | Epoch Time: 0.05s | Spearman@80: 0.0537 | Kendall@80: 0.0219
Epoch 82/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.0529 | Kendall@80: 0.0200
Epoch 83/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.0511 | Kendall@80: 0.0197
Epoch 84/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.0523 | Kendall@80: 0.0203
Epoch 85/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.0517 | Kendall@80: 0.0197
Epoch 86/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.0457 | Kendall@80: 0.0156
Epoch 87/150 | Train Loss: 0.0000 | Epoch Time: 0.05s | Spearman@80: 0.0473 | Kendall@80: 0.0172
Epoch 88/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.0478 | Kendall@80: 0.0181
Epoch 89/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.0480 | Kendall@80: 0.0188
Epoch 90/150 | Train Loss: 0.0000 | Epoch Time: 0.05s | Spearman@80: 0.0486 | Kendall@80: 0.0194
Epoch 91/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.0481 | Kendall@80: 0.0185
Epoch 92/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.0494 | Kendall@80: 0.0213
Epoch 93/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.0500 | Kendall@80: 0.0213
Epoch 94/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.0495 | Kendall@80: 0.0213
Epoch 95/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.0495 | Kendall@80: 0.0210
Epoch 96/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.0506 | Kendall@80: 0.0232
Epoch 97/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.0495 | Kendall@80: 0.0210
Epoch 98/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.0508 | Kendall@80: 0.0229
Epoch 99/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.0499 | Kendall@80: 0.0220
Epoch 100/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.0486 | Kendall@80: 0.0203
Epoch 101/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.0508 | Kendall@80: 0.0226
Epoch 102/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.0497 | Kendall@80: 0.0216
Epoch 103/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.0490 | Kendall@80: 0.0204
Epoch 104/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.0513 | Kendall@80: 0.0235
Epoch 105/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.0497 | Kendall@80: 0.0210
Epoch 106/150 | Train Loss: 0.0000 | Epoch Time: 0.05s | Spearman@80: 0.0496 | Kendall@80: 0.0216
Epoch 107/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.0500 | Kendall@80: 0.0216
Epoch 108/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.0498 | Kendall@80: 0.0220
Epoch 109/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.0516 | Kendall@80: 0.0245
Epoch 110/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.0504 | Kendall@80: 0.0223
Epoch 111/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.0505 | Kendall@80: 0.0223
Epoch 112/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.0502 | Kendall@80: 0.0223
Epoch 113/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.0503 | Kendall@80: 0.0223
Epoch 114/150 | Train Loss: 0.0000 | Epoch Time: 0.05s | Spearman@80: 0.0501 | Kendall@80: 0.0213
Epoch 115/150 | Train Loss: 0.0000 | Epoch Time: 0.05s | Spearman@80: 0.0508 | Kendall@80: 0.0229
Epoch 116/150 | Train Loss: 0.0000 | Epoch Time: 0.05s | Spearman@80: 0.0503 | Kendall@80: 0.0226
Epoch 117/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.0506 | Kendall@80: 0.0229
Epoch 118/150 | Train Loss: 0.0008 | Epoch Time: 0.05s | Spearman@80: 0.0526 | Kendall@80: 0.0207
Epoch 119/150 | Train Loss: 0.0000 | Epoch Time: 0.05s | Spearman@80: 0.0624 | Kendall@80: 0.0299
Epoch 120/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.0699 | Kendall@80: 0.0353
Epoch 121/150 | Train Loss: 0.0000 | Epoch Time: 0.05s | Spearman@80: 0.0737 | Kendall@80: 0.0401
Epoch 122/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.0733 | Kendall@80: 0.0416
Epoch 123/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.0801 | Kendall@80: 0.0448
Epoch 124/150 | Train Loss: 0.0000 | Epoch Time: 0.05s | Spearman@80: 0.0804 | Kendall@80: 0.0455
Epoch 125/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.0845 | Kendall@80: 0.0490
Epoch 126/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.0858 | Kendall@80: 0.0509
Epoch 127/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.0844 | Kendall@80: 0.0490
Epoch 128/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.0888 | Kendall@80: 0.0502
Epoch 129/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.0877 | Kendall@80: 0.0486
Epoch 130/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.0884 | Kendall@80: 0.0499
Epoch 131/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.0895 | Kendall@80: 0.0499
Epoch 132/150 | Train Loss: 0.0000 | Epoch Time: 0.05s | Spearman@80: 0.0882 | Kendall@80: 0.0490
Epoch 133/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.0888 | Kendall@80: 0.0503
Epoch 134/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.0879 | Kendall@80: 0.0490
Epoch 135/150 | Train Loss: 0.0000 | Epoch Time: 0.05s | Spearman@80: 0.0870 | Kendall@80: 0.0480
Epoch 136/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.0895 | Kendall@80: 0.0505
Epoch 137/150 | Train Loss: 0.0000 | Epoch Time: 0.04s | Spearman@80: 0.0882 | Kendall@80: 0.0496
