Loading files for NASBench201...
Normalizing ZCP dict
try to create the NAS-Bench-201 api from /home/ya255/projects/flan_hardware/nas_embedding_suite/embedding_datasets/NAS-Bench-201-v1_1-096897.pth
Loaded files in:  116.41202068328857  seconds
Loading cache for NASBench-201 speedup!!...
Loading cache for NASBench-201 speedup!!...
Epoch 1/150 | Train Loss: 0.2302 | Epoch Time: 2.78s | Spearman@80: -0.0490 | Kendall@80: -0.0385
Epoch 2/150 | Train Loss: 0.1289 | Epoch Time: 0.01s | Spearman@80: -0.0456 | Kendall@80: -0.0356
Epoch 3/150 | Train Loss: 0.3061 | Epoch Time: 0.01s | Spearman@80: -0.0448 | Kendall@80: -0.0353
Epoch 4/150 | Train Loss: 0.3400 | Epoch Time: 0.01s | Spearman@80: -0.0448 | Kendall@80: -0.0353
Epoch 5/150 | Train Loss: 0.1797 | Epoch Time: 0.01s | Spearman@80: 0.0451 | Kendall@80: 0.0356
Epoch 6/150 | Train Loss: 0.2404 | Epoch Time: 0.01s | Spearman@80: 0.0466 | Kendall@80: 0.0366
Epoch 7/150 | Train Loss: 0.0616 | Epoch Time: 0.01s | Spearman@80: 0.0465 | Kendall@80: 0.0363
Epoch 8/150 | Train Loss: 0.2326 | Epoch Time: 0.01s | Spearman@80: -0.0484 | Kendall@80: -0.0379
Epoch 9/150 | Train Loss: 0.0934 | Epoch Time: 0.01s | Spearman@80: -0.0467 | Kendall@80: -0.0366
Epoch 10/150 | Train Loss: 0.0535 | Epoch Time: 0.01s | Spearman@80: -0.0454 | Kendall@80: -0.0363
Epoch 11/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: 0.0456 | Kendall@80: 0.0356
Epoch 12/150 | Train Loss: 0.1579 | Epoch Time: 0.01s | Spearman@80: -0.0448 | Kendall@80: -0.0353
Epoch 13/150 | Train Loss: 0.1106 | Epoch Time: 0.01s | Spearman@80: -0.0448 | Kendall@80: -0.0353
Epoch 14/150 | Train Loss: 0.0777 | Epoch Time: 0.01s | Spearman@80: -0.0448 | Kendall@80: -0.0353
Epoch 15/150 | Train Loss: 0.1238 | Epoch Time: 0.01s | Spearman@80: -0.0454 | Kendall@80: -0.0359
Epoch 16/150 | Train Loss: 0.0345 | Epoch Time: 0.01s | Spearman@80: -0.0448 | Kendall@80: -0.0356
Epoch 17/150 | Train Loss: 0.0211 | Epoch Time: 0.01s | Spearman@80: -0.0448 | Kendall@80: -0.0353
Epoch 18/150 | Train Loss: 0.1345 | Epoch Time: 0.01s | Spearman@80: -0.0047 | Kendall@80: 0.0022
Epoch 19/150 | Train Loss: 0.0306 | Epoch Time: 0.01s | Spearman@80: 0.0473 | Kendall@80: 0.0372
Epoch 20/150 | Train Loss: 0.0397 | Epoch Time: 0.01s | Spearman@80: 0.0495 | Kendall@80: 0.0331
Epoch 21/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.0154 | Kendall@80: -0.0148
Epoch 22/150 | Train Loss: 0.0726 | Epoch Time: 0.01s | Spearman@80: 0.1095 | Kendall@80: 0.0783
Epoch 23/150 | Train Loss: 0.1357 | Epoch Time: 0.01s | Spearman@80: 0.1093 | Kendall@80: 0.0770
Epoch 24/150 | Train Loss: 0.1807 | Epoch Time: 0.01s | Spearman@80: -0.0805 | Kendall@80: -0.0613
Epoch 25/150 | Train Loss: 0.0326 | Epoch Time: 0.01s | Spearman@80: 0.0448 | Kendall@80: 0.0353
Epoch 26/150 | Train Loss: 0.0787 | Epoch Time: 0.01s | Spearman@80: 0.0448 | Kendall@80: 0.0353
Epoch 27/150 | Train Loss: 0.0540 | Epoch Time: 0.01s | Spearman@80: 0.0448 | Kendall@80: 0.0359
Epoch 28/150 | Train Loss: 0.1220 | Epoch Time: 0.01s | Spearman@80: 0.0295 | Kendall@80: 0.0205
Epoch 29/150 | Train Loss: 0.1006 | Epoch Time: 0.01s | Spearman@80: -0.0548 | Kendall@80: -0.0430
Epoch 30/150 | Train Loss: 0.0703 | Epoch Time: 0.01s | Spearman@80: 0.0618 | Kendall@80: 0.0507
Epoch 31/150 | Train Loss: 0.1117 | Epoch Time: 0.01s | Spearman@80: -0.0447 | Kendall@80: -0.0289
Epoch 32/150 | Train Loss: 0.1253 | Epoch Time: 0.01s | Spearman@80: -0.0365 | Kendall@80: -0.0295
Epoch 33/150 | Train Loss: 0.0679 | Epoch Time: 0.01s | Spearman@80: 0.0558 | Kendall@80: 0.0468
Epoch 34/150 | Train Loss: 0.0946 | Epoch Time: 0.01s | Spearman@80: 0.0473 | Kendall@80: 0.0372
Epoch 35/150 | Train Loss: 0.0820 | Epoch Time: 0.01s | Spearman@80: 0.0707 | Kendall@80: 0.0545
Epoch 36/150 | Train Loss: 0.0532 | Epoch Time: 0.01s | Spearman@80: 0.1322 | Kendall@80: 0.0918
Epoch 37/150 | Train Loss: 0.0827 | Epoch Time: 0.01s | Spearman@80: -0.0448 | Kendall@80: -0.0353
Epoch 38/150 | Train Loss: 0.0313 | Epoch Time: 0.01s | Spearman@80: -0.0452 | Kendall@80: -0.0359
Epoch 39/150 | Train Loss: 0.1679 | Epoch Time: 0.01s | Spearman@80: 0.0273 | Kendall@80: 0.0250
Epoch 40/150 | Train Loss: 0.1454 | Epoch Time: 0.01s | Spearman@80: -0.0225 | Kendall@80: -0.0205
Epoch 41/150 | Train Loss: 0.1053 | Epoch Time: 0.01s | Spearman@80: 0.0448 | Kendall@80: 0.0353
Epoch 42/150 | Train Loss: 0.0904 | Epoch Time: 0.01s | Spearman@80: 0.0448 | Kendall@80: 0.0353
