Loading files for NASBench201...
Normalizing ZCP dict
try to create the NAS-Bench-201 api from /home/ya255/projects/flan_hardware/nas_embedding_suite/embedding_datasets/NAS-Bench-201-v1_1-096897.pth
Loaded files in:  111.24952816963196  seconds
Loading cache for NASBench-201 speedup!!...
Loading cache for NASBench-201 speedup!!...
Epoch 1/150 | Train Loss: 0.2302 | Epoch Time: 4.88s | Spearman@80: -0.1426 | Kendall@80: -0.0985
Epoch 2/150 | Train Loss: 0.1289 | Epoch Time: 0.01s | Spearman@80: -0.1409 | Kendall@80: -0.0965
Epoch 3/150 | Train Loss: 0.3061 | Epoch Time: 0.01s | Spearman@80: -0.1402 | Kendall@80: -0.0962
Epoch 4/150 | Train Loss: 0.3400 | Epoch Time: 0.01s | Spearman@80: -0.1402 | Kendall@80: -0.0962
Epoch 5/150 | Train Loss: 0.1797 | Epoch Time: 0.01s | Spearman@80: 0.1409 | Kendall@80: 0.0965
Epoch 6/150 | Train Loss: 0.2404 | Epoch Time: 0.01s | Spearman@80: 0.1427 | Kendall@80: 0.0975
Epoch 7/150 | Train Loss: 0.0616 | Epoch Time: 0.01s | Spearman@80: 0.1412 | Kendall@80: 0.0965
Epoch 8/150 | Train Loss: 0.2326 | Epoch Time: 0.01s | Spearman@80: -0.1457 | Kendall@80: -0.1004
Epoch 9/150 | Train Loss: 0.0934 | Epoch Time: 0.01s | Spearman@80: -0.1415 | Kendall@80: -0.0969
Epoch 10/150 | Train Loss: 0.0535 | Epoch Time: 0.01s | Spearman@80: -0.1413 | Kendall@80: -0.0965
Epoch 11/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: 0.1409 | Kendall@80: 0.0965
Epoch 12/150 | Train Loss: 0.1579 | Epoch Time: 0.01s | Spearman@80: -0.1402 | Kendall@80: -0.0962
Epoch 13/150 | Train Loss: 0.1106 | Epoch Time: 0.01s | Spearman@80: -0.1402 | Kendall@80: -0.0962
Epoch 14/150 | Train Loss: 0.0777 | Epoch Time: 0.01s | Spearman@80: -0.1402 | Kendall@80: -0.0962
Epoch 15/150 | Train Loss: 0.1238 | Epoch Time: 0.01s | Spearman@80: -0.1416 | Kendall@80: -0.0968
Epoch 16/150 | Train Loss: 0.0345 | Epoch Time: 0.01s | Spearman@80: -0.1399 | Kendall@80: -0.0959
Epoch 17/150 | Train Loss: 0.0211 | Epoch Time: 0.01s | Spearman@80: -0.1402 | Kendall@80: -0.0962
Epoch 18/150 | Train Loss: 0.1345 | Epoch Time: 0.01s | Spearman@80: 0.1459 | Kendall@80: 0.1064
Epoch 19/150 | Train Loss: 0.0306 | Epoch Time: 0.01s | Spearman@80: 0.1429 | Kendall@80: 0.0987
Epoch 20/150 | Train Loss: 0.0397 | Epoch Time: 0.01s | Spearman@80: -0.1456 | Kendall@80: -0.1024
Epoch 21/150 | Train Loss: 0.0000 | Epoch Time: 0.01s | Spearman@80: -0.1636 | Kendall@80: -0.1101
Epoch 22/150 | Train Loss: 0.0726 | Epoch Time: 0.01s | Spearman@80: 0.0654 | Kendall@80: 0.0361
