name_desc,seed,batch_size,epochs,space,task,representation,timesteps,pwl_mse,test_tagates,gnn_type,back_dense,key,residual,leakyrelu,uap,opattn,attnresc,fgcn,bgcn,bmlp,bmlpdims,fbcd,back_y_info,back_opemb,ensemble_fuse_method,back_opemb_only,randopupdate,detach_mode,opemb_direct,unroll_fgcn,bmlp_ally,separate_op_fp,spr,kdt,spr_std,kdt_std
seperate_op_fp,42,8,150,ENAS_fix-w-d,class_scene,adj_gin,2,pwl,False,dense,False,8,True,True,True,True,True,128_128_128,128_128_128,False,128_128_128,128_128,False,False,add,False,False,default,False,False,False,True,0.36545445910394075,0.2517448308549263,0.02451853513229144,0.012095102322632527
seperate_op_fp,42,8,150,ENAS_fix-w-d,class_scene,adj_gin,2,pwl,False,dense,False,16,True,True,True,True,True,128_128_128,128_128_128,False,128_128_128,128_128,False,False,add,False,False,default,False,False,False,True,0.4257367273279229,0.2941944780084486,0.012025150119968612,0.006683102049202023
seperate_op_fp,42,8,150,ENAS_fix-w-d,class_scene,adj_gin,2,pwl,False,dense,False,32,True,True,True,True,True,128_128_128,128_128_128,False,128_128_128,128_128,False,False,add,False,False,default,False,False,False,True,0.44156971803892264,0.3111730815445585,0.055226454744454624,0.028151292441606413
seperate_op_fp,42,8,150,ENAS_fix-w-d,class_scene,adj_gin,2,pwl,False,dense,False,64,True,True,True,True,True,128_128_128,128_128_128,False,128_128_128,128_128,False,False,add,False,False,default,False,False,False,True,0.5240878662377124,0.3663611401043756,0.002132366906475961,0.001327018131521266
seperate_op_fp,42,8,150,ENAS_fix-w-d,class_scene,adj_gin,2,pwl,False,dense,False,128,True,True,True,True,True,128_128_128,128_128_128,False,128_128_128,128_128,False,False,add,False,False,default,False,False,False,True,0.5550449281727722,0.3899313900932346,0.002703854279439373,0.0016187196814257338
seperate_op_fp,42,8,150,ENAS_fix-w-d,class_scene,adj_gin,2,pwl,False,dense,False,8,True,True,True,True,True,128_128_128,128_128_128,False,128_128_128,128_128,False,False,add,False,False,default,False,False,False,False,0.32353746098120034,0.2208398288325865,0.01073789098088041,0.005254737170823263
seperate_op_fp,42,8,150,ENAS_fix-w-d,class_scene,adj_gin,2,pwl,False,dense,False,16,True,True,True,True,True,128_128_128,128_128_128,False,128_128_128,128_128,False,False,add,False,False,default,False,False,False,False,0.4546180972497065,0.3155822607255801,0.015339949215957792,0.00864847058939546
seperate_op_fp,42,8,150,ENAS_fix-w-d,class_scene,adj_gin,2,pwl,False,dense,False,32,True,True,True,True,True,128_128_128,128_128_128,False,128_128_128,128_128,False,False,add,False,False,default,False,False,False,False,0.47013699931501574,0.33040773321108374,0.033944549253961835,0.017944821941562602
seperate_op_fp,42,8,150,ENAS_fix-w-d,class_scene,adj_gin,2,pwl,False,dense,False,64,True,True,True,True,True,128_128_128,128_128_128,False,128_128_128,128_128,False,False,add,False,False,default,False,False,False,False,0.544291327736898,0.38119432700036393,0.0008189147802126372,0.0005218812310105031
seperate_op_fp,42,8,150,ENAS_fix-w-d,class_scene,adj_gin,2,pwl,False,dense,False,128,True,True,True,True,True,128_128_128,128_128_128,False,128_128_128,128_128,False,False,add,False,False,default,False,False,False,False,0.5608421128985791,0.39316905079653236,0.0008513211225214478,0.0004931600239834973
