name_desc,seed,batch_size,epochs,space,task,representation,timesteps,pwl_mse,test_tagates,gnn_type,back_dense,key,residual,leakyrelu,uap,opattn,attnresc,fgcn,bgcn,bmlp,bmlpdims,fbcd,back_y_info,back_opemb,ensemble_fuse_method,back_opemb_only,spr,kdt,spr_std,kdt_std
ts1_paramtest,42,8,150,ENAS,class_scene,adj_gin,1,pwl,False,dense,False,64,True,True,True,True,True,256_256_256,256_256_256,False,256_256_256,128_128,False,False,add,False,0.5620706676464583,0.3983153256141089,0.006596665454084187,0.004637008299814621
ts1_paramtest,42,8,150,ENAS,class_scene,adj_gin,1,pwl,False,dense,False,128,True,True,True,True,True,256_256_256,256_256_256,False,256_256_256,128_128,False,False,add,False,0.6441723812665785,0.46350105493412946,0.0027330117926455955,0.001887933436104039
ts1_paramtest,42,8,150,ENAS,class_scene,adj_gin,1,pwl,False,dense,False,64,True,True,True,True,True,384_384_384,384_384_384,False,384_384_384,128_128,False,False,add,False,0.5024738959630585,0.3526219829482496,0.011253050441957417,0.0066627962734135985
ts1_paramtest,42,8,150,ENAS,class_scene,adj_gin,1,pwl,False,dense,False,128,True,True,True,True,True,384_384_384,384_384_384,False,384_384_384,128_128,False,False,add,False,0.6285821601966912,0.45105674946274865,0.005711798717337938,0.003907352821658499
ts1_paramtest,42,8,150,ENAS,class_scene,adj_gin,1,pwl,False,dense,False,64,True,True,True,True,True,128_128_128_128_128,128_128_128_128_128,False,128_128_128_128_128,128_128,False,False,add,False,0.5449060084286861,0.3831688120065635,0.003758039290485078,0.0022850099025292243
ts1_paramtest,42,8,150,ENAS,class_scene,adj_gin,1,pwl,False,dense,False,128,True,True,True,True,True,128_128_128_128_128,128_128_128_128_128,False,128_128_128_128_128,128_128,False,False,add,False,0.6511510630946844,0.46835073575136876,0.0007455910843240024,0.0005899483854772701
