uid,name_desc,task_index,seed,source_devices,target_devices,dev_train_samples,emb_transfer_samples,num_trials,spr,kdt,spr_std,kdt_std
700894246,multipredict_baseline_r,4,10,desktop_cpu_core_i7_7820x_fp32|embedded_gpu_jetson_nano_fp32|embedded_tpu_edge_tpu_int8|eyeriss|mobile_cpu_snapdragon_855_kryo_485_int8|mobile_dsp_snapdragon_675_hexagon_685_int8|mobile_dsp_snapdragon_855_hexagon_690_int8|mobile_gpu_snapdragon_675_adreno_612_int8|mobile_gpu_snapdragon_855_adreno_640_int8|pixel2,1080ti_1|2080ti_1|titan_rtx_1,900,20,3,0.9528345025394788,0.8142470237943185,0.011821128249922897,0.02685393344896141
533965261,multipredict_baseline_r,3,10,desktop_gpu_gtx_1080ti_fp32|embedded_gpu_jetson_nano_fp16|eyeriss|mobile_dsp_snapdragon_675_hexagon_685_int8|mobile_gpu_snapdragon_855_adreno_640_int8,1080ti_1|2080ti_1|titanxp_1|2080ti_32|titanxp_32,900,20,3,0.9476779081751054,0.8094351514207052,0.012463564143125,0.021546090285744286
429105769,multipredict_baseline_r,2,10,1080ti_1|1080ti_32|titanx_32|titanxp_1|titanxp_32,embedded_gpu_jetson_nano_fp16|embedded_tpu_edge_tpu_int8|mobile_dsp_snapdragon_675_hexagon_685_int8|mobile_dsp_snapdragon_855_hexagon_690_int8|pixel3,900,20,3,0.7576011996174572,0.5721692519538225,0.04577909276736947,0.0441917898678324
911493906,multipredict_baseline_r,1,10,embedded_tpu_edge_tpu_int8|eyeriss|mobile_gpu_snapdragon_675_adreno_612_int8|mobile_gpu_snapdragon_855_adreno_640_int8|pixel3,1080ti_1|titan_rtx_32|titanxp_1|2080ti_32|titan_rtx_1,900,20,3,0.9709488342883736,0.8575386498613881,0.003919752228704078,0.010691672581903977
224941127,multipredict_baseline_r,5,10,titan_rtx_1|titan_rtx_32|titanxp_1|2080ti_1|titanx_1|1080ti_1|titanx_32|titanxp_32|2080ti_32|1080ti_32|gold_6226|samsung_s7|silver_4114|gold_6240|silver_4210r|samsung_a50|pixel2,eyeriss|desktop_gpu_gtx_1080ti_fp32|embedded_tpu_edge_tpu_int8,900,20,3,0.8201785226650816,0.6469858493128702,0.019487272686805706,0.024533583500567276
478534806,multipredict_baseline_r,0,10,1080ti_1|1080ti_32|1080ti_256|silver_4114|silver_4210r|samsung_a50|pixel3|essential_ph_1|samsung_s7,titan_rtx_256|gold_6226|fpga|pixel2|raspi4|eyeriss,900,20,3,0.930099584660359,0.803523410870204,0.012809745217727014,0.01960190108412727
