name_desc,seed,batch_size,epochs,space,task,representation,timesteps,pwl_mse,test_tagates,gnn_type,back_dense,key,residual,leakyrelu,uap,opattn,attnresc,fgcn,bgcn,bmlp,bmlpdims,fbcd,back_y_info,back_opemb,ensemble_fuse_method,back_opemb_only,randopupdate,detach_mode,opemb_direct,spr,kdt,spr_std,kdt_std
opemb_direct_oby,42,8,150,PNAS,class_scene,adj_gin,2,pwl,False,dense,False,64,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,False,add,False,False,detach_none,True,0.44533479964104733,0.3075714997260457,0.006453973823531005,0.0036628325424920114
opemb_direct_oby,42,8,150,PNAS,class_scene,adj_gin,2,pwl,False,dense,False,128,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,False,add,False,False,detach_none,True,0.6389589367331868,0.4588954195181332,0.0002798348360849975,0.000239335700852079
