name_desc,seed,batch_size,epochs,space,task,representation,timesteps,pwl_mse,test_tagates,gnn_type,back_dense,key,residual,leakyrelu,uap,opattn,attnresc,fgcn,bgcn,bmlp,bmlpdims,fbcd,back_y_info,back_opemb,ensemble_fuse_method,back_opemb_only,spr,kdt,spr_std,kdt_std
timeabl,42,8,150,ENAS,class_scene,adj_gin,1,pwl,False,dense,False,64,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,True,mlp,False,0.5424236400460405,0.38213012474204844,0.008207889723430537,0.005143087349737233
timeabl,42,8,150,ENAS,class_scene,adj_gin,1,pwl,False,dense,False,128,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,True,mlp,False,0.6855165543221063,0.5006420791439047,0.003250494043012428,0.002506238239864073
timeabl,42,8,150,ENAS,class_scene,adj_gin,2,pwl,False,dense,False,64,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,True,mlp,False,0.5930615504407022,0.42138895648079044,0.0032728838531777176,0.0022336225435356364
timeabl,42,8,150,ENAS,class_scene,adj_gin,2,pwl,False,dense,False,128,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,True,mlp,False,0.67409894422761,0.49083365567627946,0.0026367305357153565,0.002164128201653108
timeabl,42,8,150,ENAS,class_scene,adj_gin,5,pwl,False,dense,False,64,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,True,mlp,False,0.5847643625798166,0.4155120030374658,0.004022398537275333,0.002826651939616469
timeabl,42,8,150,ENAS,class_scene,adj_gin,5,pwl,False,dense,False,128,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,True,mlp,False,0.6712714357894733,0.48715757301636087,0.0020436787575811603,0.0016442100456069309
timeabl,42,8,150,ENAS,class_scene,adj_gin,8,pwl,False,dense,False,64,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,True,mlp,False,0.5687231889205632,0.40179359707658485,0.00455837422762575,0.002876632108625516
timeabl,42,8,150,ENAS,class_scene,adj_gin,8,pwl,False,dense,False,128,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,True,mlp,False,0.669390836695569,0.48538279491378294,0.0027251216185926225,0.002219009702353646
timeabl,42,8,150,ENAS,class_scene,adj_gin,3,pwl,False,dense,False,64,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,True,mlp,False,0.5567993767636652,0.3924007553024079,0.00255902147069399,0.0016134160030723075
timeabl,42,8,150,ENAS,class_scene,adj_gin,3,pwl,False,dense,False,128,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,True,mlp,False,0.6667715243989087,0.48364690755985895,0.0033472187024393674,0.002696582731338135
timeabl,42,8,150,ENAS,class_scene,adj_gin,4,pwl,False,dense,False,64,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,True,mlp,False,0.5786995254679912,0.4097236619310807,0.003010469437947925,0.0020784264064171555
timeabl,42,8,150,ENAS,class_scene,adj_gin,4,pwl,False,dense,False,128,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,True,mlp,False,0.6553721217033704,0.47543677901767295,0.004685750012320443,0.0037258433695003187
timeabl,42,8,150,ENAS,class_scene,adj_gin,6,pwl,False,dense,False,64,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,True,mlp,False,0.5685062887720298,0.4017872216680673,0.00327068893010453,0.002270422181364267
timeabl,42,8,150,ENAS,class_scene,adj_gin,6,pwl,False,dense,False,128,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,True,mlp,False,0.656260276158938,0.47474368240038006,0.0042324790843536715,0.0033687661206418832
timeabl,42,8,150,ENAS,class_scene,adj_gin,7,pwl,False,dense,False,64,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,True,mlp,False,0.5619597335191395,0.39669610338471484,0.0021590015154553557,0.0013759406903310705
timeabl,42,8,150,ENAS,class_scene,adj_gin,7,pwl,False,dense,False,128,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,True,mlp,False,0.6586716668568748,0.47683996596950495,0.003164384851505457,0.0025011760726893657
timeabl,42,8,150,ENAS,class_scene,adj_gin,10,pwl,False,dense,False,64,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,True,mlp,False,0.5612522284873939,0.3962963414421529,0.004523470162459968,0.003073398544865674
timeabl,42,8,150,ENAS,class_scene,adj_gin,10,pwl,False,dense,False,128,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,True,mlp,False,0.6529124433528151,0.4723429101046053,0.003499625825173204,0.0026442873074424434
