uid,name_desc,task_index,seed,space,source_devices,sampling_metric,metric_device,target_device,sample_sizes,transfer_sample_size,representation,gnn_type,num_trials,opfpgcn,fgcn,rbgcn,efm,fcd,lr,weight_decay,epochs,transfer_epochs,cpu_gpu_device,hwemb_to_mlp,transfer_hwemb,spr,kdt,spr_std,kdt_std
741419015,study_6_2_2,1,42,fbnet,2080ti_1|essential_ph_1|silver_4114|titan_rtx_1|titan_rtx_32,random,titanx_256,eyeriss,512,5,adj_gin,dense,3,128_128,128_128_128,128_128_128,add,128_128,0.001,1e-05,150,20,cuda:0,False,True,0.6544112036867484,0.5015378937007875,0.3056251306071673,0.2547393840603943
741419015,study_6_2_2,1,42,fbnet,2080ti_1|essential_ph_1|silver_4114|titan_rtx_1|titan_rtx_32,random,titanx_256,fpga,512,5,adj_gin,dense,3,128_128,128_128_128,128_128_128,add,128_128,0.001,1e-05,150,20,cuda:0,False,True,0.44783893746566567,0.3269972112860893,0.2909557972003282,0.24227848222436343
741419015,study_6_2_2,1,42,fbnet,2080ti_1|essential_ph_1|silver_4114|titan_rtx_1|titan_rtx_32,random,titanx_256,raspi4,512,5,adj_gin,dense,3,128_128,128_128_128,128_128_128,add,128_128,0.001,1e-05,150,20,cuda:0,False,True,0.7913299990844168,0.58374343832021,0.024983047463474635,0.025862493158314084
741419015,study_6_2_2,1,42,fbnet,2080ti_1|essential_ph_1|silver_4114|titan_rtx_1|titan_rtx_32,random,titanx_256,samsung_a50,512,5,adj_gin,dense,3,128_128,128_128_128,128_128_128,add,128_128,0.001,1e-05,150,20,cuda:0,False,True,0.515023215862093,0.38278199721059397,0.13588399525098926,0.12016898291419312
741419015,study_6_2_2,1,42,fbnet,2080ti_1|essential_ph_1|silver_4114|titan_rtx_1|titan_rtx_32,random,titanx_256,samsung_s7,512,5,adj_gin,dense,3,128_128,128_128_128,128_128_128,add,128_128,0.001,1e-05,150,20,cuda:0,False,True,0.5682215050962238,0.43563050847661106,0.16208234325253,0.1387906088682381
741419015,study_6_2_2,1,42,fbnet,2080ti_1|essential_ph_1|silver_4114|titan_rtx_1|titan_rtx_32,random,titanx_256,eyeriss,512,10,adj_gin,dense,3,128_128,128_128_128,128_128_128,add,128_128,0.001,1e-05,150,20,cuda:0,False,True,0.8409980047915523,0.6474327427821523,0.040608324303267995,0.04747486461833629
741419015,study_6_2_2,1,42,fbnet,2080ti_1|essential_ph_1|silver_4114|titan_rtx_1|titan_rtx_32,random,titanx_256,fpga,512,10,adj_gin,dense,3,128_128,128_128_128,128_128_128,add,128_128,0.001,1e-05,150,20,cuda:0,False,True,0.835005703320515,0.6407480314960631,0.034154319250490686,0.041499230630699574
741419015,study_6_2_2,1,42,fbnet,2080ti_1|essential_ph_1|silver_4114|titan_rtx_1|titan_rtx_32,random,titanx_256,raspi4,512,10,adj_gin,dense,3,128_128,128_128_128,128_128_128,add,128_128,0.001,1e-05,150,20,cuda:0,False,True,0.8011763336995665,0.5934014107611549,0.014074655339547073,0.015290702702588806
741419015,study_6_2_2,1,42,fbnet,2080ti_1|essential_ph_1|silver_4114|titan_rtx_1|titan_rtx_32,random,titanx_256,samsung_a50,512,10,adj_gin,dense,3,128_128,128_128_128,128_128_128,add,128_128,0.001,1e-05,150,20,cuda:0,False,True,0.7008975661769986,0.5753307919271333,0.011558646104337034,0.013282273088074193
741419015,study_6_2_2,1,42,fbnet,2080ti_1|essential_ph_1|silver_4114|titan_rtx_1|titan_rtx_32,random,titanx_256,samsung_s7,512,10,adj_gin,dense,3,128_128,128_128_128,128_128_128,add,128_128,0.001,1e-05,150,20,cuda:0,False,True,0.575371522812761,0.44316043969806457,0.15098103100735027,0.13065579685173204
