name_desc,seed,batch_size,epochs,space,task,representation,timesteps,pwl_mse,test_tagates,gnn_type,back_dense,key,residual,leakyrelu,uap,opattn,attnresc,fgcn,bgcn,bmlp,bmlpdims,fbcd,back_y_info,back_opemb,spr,kdt,spr_std,kdt_std
archabl,42,8,150,ENAS,class_scene,adj_gin,1,pwl,False,dense,False,64,True,True,True,True,True,128_128_128,128_128_128,False,128_128_128,128_128,False,False,0.4971766194234659,0.3454748102890622,0.003521010166618111,0.001983073723228687
archabl,42,8,150,ENAS,class_scene,adj_gin,1,pwl,False,dense,False,128,True,True,True,True,True,128_128_128,128_128_128,False,128_128_128,128_128,False,False,0.6171614694806998,0.4416956951782825,0.00576469390287529,0.003867548173483311
archabl,42,8,150,ENAS,class_scene,adj_gin,2,pwl,False,dense,False,64,True,True,True,True,True,128_128_128,128_128_128,False,128_128_128,128_128,False,False,0.5120034372988295,0.3564010153905663,0.005688502098156956,0.003262542700909102
archabl,42,8,150,ENAS,class_scene,adj_gin,2,pwl,False,dense,False,128,True,True,True,True,True,128_128_128,128_128_128,False,128_128_128,128_128,False,False,0.5996449313659492,0.4265617913611086,8.869731123948143e-05,5.5255162418765515e-05
archabl,42,8,150,ENAS,class_scene,adj_gin,3,pwl,False,dense,False,64,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,False,0.4975500441918834,0.3444103366250692,0.001034335550260267,0.0006129765360191412
archabl,42,8,150,ENAS,class_scene,adj_gin,3,pwl,False,dense,False,128,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,False,0.6460047357263838,0.4628953995813802,1.5373633673395684e-05,2.4378546660197865e-05
archabl,42,8,150,ENAS,class_scene,adj_gin,2,pwl,False,dense,False,64,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,True,True,0.5450435084280335,0.38155004964003997,0.00026037912952851783,0.00014760325537403721
archabl,42,8,150,ENAS,class_scene,adj_gin,2,pwl,False,dense,False,128,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,True,True,0.632105010415699,0.4531469338210214,0.0029117551085746513,0.001985316478119097
archabl,42,8,150,ENAS,class_scene,adj_gin,3,pwl,False,dense,False,64,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,True,False,0.5649253542124959,0.3987919529606941,0.00831651433634228,0.005426096602082555
archabl,42,8,150,ENAS,class_scene,adj_gin,3,pwl,False,dense,False,128,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,True,False,0.6419072599102568,0.45952976729198575,0.0009570771337154031,0.0007686147877157778
archabl,42,8,150,ENAS,class_scene,adj_gin,3,pwl,False,dense,False,64,True,True,True,True,True,128_128_128,128_128_128,False,128_128_128,128_128,False,True,0.5327260242124044,0.37202257006553396,0.00277923519628684,0.001744403477709781
archabl,42,8,150,ENAS,class_scene,adj_gin,3,pwl,False,dense,False,128,True,True,True,True,True,128_128_128,128_128_128,False,128_128_128,128_128,False,True,0.6340833023893465,0.45586934059533313,0.0047582803470452495,0.003324924955025911
archabl,42,8,150,ENAS,class_scene,adj_gin,3,pwl,False,dense,False,64,True,True,True,True,True,128_128_128,128_128_128,False,128_128_128,128_128,False,False,0.5066266710199608,0.3518741422658794,0.0041851869353804125,0.0024446376380420462
archabl,42,8,150,ENAS,class_scene,adj_gin,3,pwl,False,dense,False,128,True,True,True,True,True,128_128_128,128_128_128,False,128_128_128,128_128,False,False,0.6178680870942911,0.43978061033849075,2.4026206416857487e-05,2.549018014270039e-05
archabl,42,8,150,ENAS,class_scene,adj_gin,3,pwl,False,dense,False,64,True,True,True,True,True,128_128_128,128_128_128,False,128_128_128,128_128,True,False,0.5171410320313284,0.3603512253886609,0.0027270618265107563,0.0016853281698189955
archabl,42,8,150,ENAS,class_scene,adj_gin,3,pwl,False,dense,False,128,True,True,True,True,True,128_128_128,128_128_128,False,128_128_128,128_128,True,False,0.6693587716567077,0.484658919038222,0.0009755744230938632,0.0007245897273523514
