name_desc,seed,batch_size,epochs,space,task,representation,timesteps,pwl_mse,test_tagates,gnn_type,back_dense,key,residual,leakyrelu,uap,opattn,attnresc,fgcn,bgcn,bmlp,bmlpdims,fbcd,back_y_info,back_opemb,spr,kdt,spr_std,kdt_std
archabl,42,8,150,ENAS,class_scene,adj_gin,3,pwl,False,dense,False,64,True,True,True,True,True,128_128_128,128_128_128,False,128_128_128,128_128,True,True,0.5413319498449813,0.38039800601021523,0.004062247421948327,0.0024227632842661524
archabl,42,8,150,ENAS,class_scene,adj_gin,3,pwl,False,dense,False,128,True,True,True,True,True,128_128_128,128_128_128,False,128_128_128,128_128,True,True,0.5637707973152264,0.3955469554178464,0.0007542963097978114,0.00047828457592406537
archabl,42,8,150,ENAS,class_scene,adj_gin,2,pwl,False,dense,False,64,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,True,False,0.5586086572909527,0.39410663820580744,0.009960796032182166,0.006074363873149709
archabl,42,8,150,ENAS,class_scene,adj_gin,2,pwl,False,dense,False,128,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,True,False,0.6306898743423347,0.45097128276191256,0.0011793457740071013,0.000887353189342911
archabl,42,8,150,ENAS,class_scene,adj_gin,2,pwl,False,dense,False,64,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,False,0.514055530492152,0.35701604331825004,0.0003768531649213286,0.00023852376844328297
archabl,42,8,150,ENAS,class_scene,adj_gin,2,pwl,False,dense,False,128,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,False,0.6518432873100591,0.46857285491593603,0.0006544463680567646,0.0005280542568087615
archabl,42,8,150,ENAS,class_scene,adj_gin,2,pwl,False,dense,False,64,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,True,0.5859563036957045,0.414242653399395,0.001320053488217973,0.0008685879083893734
archabl,42,8,150,ENAS,class_scene,adj_gin,2,pwl,False,dense,False,128,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,True,0.6819291799453584,0.49749897018502004,0.002607358694958065,0.0021272409121887506
archabl,42,8,150,ENAS,class_scene,adj_gin,2,pwl,False,dense,False,64,True,True,True,True,True,128_128_128,128_128_128,False,128_128_128,128_128,True,False,0.5022928723214445,0.34906606621232034,0.0030291403340561795,0.001756034549497772
archabl,42,8,150,ENAS,class_scene,adj_gin,2,pwl,False,dense,False,128,True,True,True,True,True,128_128_128,128_128_128,False,128_128_128,128_128,True,False,0.6317962414895776,0.4529300306418076,0.0018219935954478072,0.0012124647032215813
archabl,42,8,150,ENAS,class_scene,adj_gin,2,pwl,False,dense,False,64,True,True,True,True,True,128_128_128,128_128_128,False,128_128_128,128_128,False,True,0.5450732753714035,0.38194420782301236,0.002004181130669721,0.0012824898178155427
archabl,42,8,150,ENAS,class_scene,adj_gin,2,pwl,False,dense,False,128,True,True,True,True,True,128_128_128,128_128_128,False,128_128_128,128_128,False,True,0.6137160671329975,0.4379638890043667,0.004730899886657511,0.003201217835801101
archabl,42,8,150,ENAS,class_scene,adj_gin,2,pwl,False,dense,False,64,True,True,True,True,True,128_128_128,128_128_128,False,128_128_128,128_128,True,True,0.5219940995465432,0.3657424971364094,0.0037784944306359356,0.0022667488056437876
archabl,42,8,150,ENAS,class_scene,adj_gin,2,pwl,False,dense,False,128,True,True,True,True,True,128_128_128,128_128_128,False,128_128_128,128_128,True,True,0.5710072807745885,0.4018420644030467,0.0003557586519863283,0.00022382017050553624
archabl,42,8,150,ENAS,class_scene,adj_gin,3,pwl,False,dense,False,64,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,True,0.5646869130989886,0.39725889313221957,0.0013485155813323959,0.0008311596580904858
archabl,42,8,150,ENAS,class_scene,adj_gin,3,pwl,False,dense,False,128,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,True,0.6707961996508702,0.4887803027600701,0.004774688514575871,0.0038857755129037257
archabl,42,8,150,ENAS,class_scene,adj_gin,3,pwl,False,dense,False,64,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,True,True,0.5408163787456258,0.3780755587975806,0.00030067217040643634,0.00019079017815190057
archabl,42,8,150,ENAS,class_scene,adj_gin,3,pwl,False,dense,False,128,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,True,True,0.6321793231046228,0.4525762843321141,0.002152144441861488,0.0014875062064298927
