name_desc,seed,batch_size,epochs,space,task,representation,timesteps,pwl_mse,test_tagates,gnn_type,back_dense,key,residual,leakyrelu,uap,opattn,attnresc,fgcn,bgcn,bmlp,bmlpdims,fbcd,back_y_info,back_opemb,ensemble_fuse_method,back_opemb_only,randopupdate,detach_mode,opemb_direct,unroll_fgcn,bmlp_ally,spr,kdt,spr_std,kdt_std
bmlpally,42,8,150,ENAS,class_scene,adj_gin,2,pwl,False,dense,False,8,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,False,add,False,False,detach_none,True,False,True,0.11573326263181576,0.07765667599197547,0.011911053088156928,0.005373259904537586
bmlpally,42,8,150,ENAS,class_scene,adj_gin,2,pwl,False,dense,False,16,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,False,add,False,False,detach_none,True,False,True,0.26902239036896497,0.185872078047611,0.04530203967810627,0.02202173742400749
bmlpally,42,8,150,ENAS,class_scene,adj_gin,2,pwl,False,dense,False,32,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,False,add,False,False,detach_none,True,False,True,0.4014144352855166,0.27668228734803124,0.008524490401271952,0.0045498216174040896
bmlpally,42,8,150,ENAS,class_scene,adj_gin,2,pwl,False,dense,False,64,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,False,add,False,False,detach_none,True,False,True,0.5105763985666615,0.35731146019290283,0.005141445691193086,0.0031295229862141685
bmlpally,42,8,150,ENAS,class_scene,adj_gin,2,pwl,False,dense,False,128,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,False,add,False,False,detach_none,True,False,True,0.6169362611123786,0.4417022513342954,0.0046965531768891015,0.003432788598095557
bmlpally,42,8,150,ENAS,class_scene,adj_gin,2,pwl,False,dense,False,8,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,False,add,False,False,detach_none,True,False,False,0.11236420779844922,0.07535091262980229,0.013929425550633834,0.0062619877050115276
bmlpally,42,8,150,ENAS,class_scene,adj_gin,2,pwl,False,dense,False,16,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,False,add,False,False,detach_none,True,False,False,0.23808044013748378,0.16513261145725272,0.050129931267907435,0.024756984893095475
bmlpally,42,8,150,ENAS,class_scene,adj_gin,2,pwl,False,dense,False,32,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,False,add,False,False,detach_none,True,False,False,0.42882309755939635,0.2951383932746773,0.003776911708848755,0.0020632548116827107
bmlpally,42,8,150,ENAS,class_scene,adj_gin,2,pwl,False,dense,False,64,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,False,add,False,False,detach_none,True,False,False,0.5191746250542206,0.36398672969830004,0.006239361582970492,0.003776531261787927
bmlpally,42,8,150,ENAS,class_scene,adj_gin,2,pwl,False,dense,False,128,True,True,True,True,True,128_128_128,128_128_128,True,128_128_128,128_128,False,False,add,False,False,detach_none,True,False,False,0.6418790949796697,0.463145131530624,0.0037568833126878807,0.002846425073358247
