seed,name_desc,task_index,num_trials,search_space,meta_train_devices,meta_valid_devices,num_inner_tasks,num_meta_train_sample,num_samples,num_query,meta_lr,num_episodes,num_train_updates,num_eval_updates,alpha_on,inner_lr,second_order,hw_embed_on,hw_embed_dim,layer_size,spr,spr_std,kdt,kdt_std
42,help_baselines_r,1,3,nasbench201,embedded_tpu_edge_tpu_int8|eyeriss|mobile_gpu_snapdragon_675_adreno_612_int8|mobile_gpu_snapdragon_855_adreno_640_int8|pixel3,titanx_1|titanx_32|gold_6240,5,900,10,1000,0.0001,2000,2,2,True,0.001,True,True,10,100,0.6044751403111241,0.04422686649299619,0.4286562422253337,0.03538081211368951
42,help_baselines_r,3,3,nasbench201,desktop_gpu_gtx_1080ti_fp32|embedded_gpu_jetson_nano_fp16|eyeriss|mobile_dsp_snapdragon_675_hexagon_685_int8|mobile_gpu_snapdragon_855_adreno_640_int8,titanx_1|titanx_32|gold_6240,5,900,10,1000,0.0001,2000,2,2,True,0.001,True,True,10,100,0.7297284239329082,0.027514673152395346,0.53692437225601,0.024670990873325596
42,help_baselines_r,2,3,nasbench201,1080ti_1|1080ti_32|titanx_32|titanxp_1|titanxp_32,titanx_1|titanx_32|gold_6240,5,900,10,1000,0.0001,2000,2,2,True,0.001,True,True,10,100,0.5093453483589976,0.007931808725536648,0.3619070945251158,0.006453267297202202
42,help_baselines_r,0,3,nasbench201,1080ti_1|1080ti_32|1080ti_256|silver_4114|silver_4210r|samsung_a50|pixel3|essential_ph_1|samsung_s7,titanx_1|titanx_32|gold_6240,9,900,10,1000,0.0001,2000,2,2,True,0.001,True,True,10,100,0.9487252042420903,0.006032557077104904,0.8404940630745963,0.01256437759778171
42,help_baselines_r,4,3,nasbench201,desktop_cpu_core_i7_7820x_fp32|embedded_gpu_jetson_nano_fp32|embedded_tpu_edge_tpu_int8|eyeriss|mobile_cpu_snapdragon_855_kryo_485_int8|mobile_dsp_snapdragon_675_hexagon_685_int8|mobile_dsp_snapdragon_855_hexagon_690_int8|mobile_gpu_snapdragon_675_adreno_612_int8|mobile_gpu_snapdragon_855_adreno_640_int8|pixel2,titanx_1|titanx_32|gold_6240,10,900,10,1000,0.0001,2000,2,2,True,0.001,True,True,10,100,0.746421888751812,0.04239884083995494,0.5521820184663803,0.03920563454356532
42,help_baselines_r,5,3,nasbench201,titan_rtx_1|titan_rtx_32|titanxp_1|2080ti_1|titanx_1|1080ti_1|titanx_32|titanxp_32|2080ti_32|1080ti_32|gold_6226|samsung_s7|silver_4114|gold_6240|silver_4210r|samsung_a50|pixel2,titanx_1|titanx_32|gold_6240,17,900,10,1000,0.0001,2000,2,2,True,0.001,True,True,10,100,0.41016578705151846,0.03790511583211465,0.2921608705355855,0.02807667419792138
