seed,name_desc,task_index,num_trials,search_space,meta_train_devices,meta_valid_devices,num_inner_tasks,num_meta_train_sample,num_samples,num_query,meta_lr,num_episodes,num_train_updates,num_eval_updates,alpha_on,inner_lr,second_order,hw_embed_on,hw_embed_dim,layer_size,spr,spr_std,kdt,kdt_std
42,help_baselines_r,3,3,fbnet,essential_ph_1|pixel2|pixel3|raspi4|samsung_s7,titanx_1|titanx_32|gold_6240,5,4000,10,1000,0.0001,2000,2,2,True,0.001,True,True,10,100,0.41358651577568023,0.015181994017935055,0.28336528865647603,0.011031908587475284
42,help_baselines_r,2,3,fbnet,essential_ph_1|gold_6226|gold_6240|pixel3|raspi4,titanx_1|titanx_32|gold_6240,5,4000,10,1000,0.0001,2000,2,2,True,0.001,True,True,10,100,0.5439499557564229,0.03663802690999629,0.3796603924505525,0.028225628080755145
42,help_baselines_r,1,3,fbnet,2080ti_1|essential_ph_1|silver_4114|titan_rtx_1|titan_rtx_32,titanx_1|titanx_32|gold_6240,5,4000,10,1000,0.0001,2000,2,2,True,0.001,True,True,10,100,0.7938447838859368,0.028375095182057795,0.614093930575655,0.031485491833089706
42,help_baselines_r,0,3,fbnet,1080ti_1|1080ti_32|1080ti_64|silver_4114|silver_4210r|samsung_a50|pixel3|essential_ph_1|samsung_s7,titanx_32,9,4000,10,1000,0.0001,2000,2,2,True,0.001,True,True,10,100,0.9659916307858116,0.0017365850015346935,0.8463031120808957,0.004380910964544226
42,help_baselines_r,4,3,fbnet,1080ti_64|2080ti_1|eyeriss|gold_6226|gold_6240|raspi4|samsung_s7|silver_4210r|titan_rtx_1|titan_rtx_32,titanx_1|titanx_32|gold_6240,10,4000,10,1000,0.0001,2000,2,2,True,0.001,True,True,10,100,0.7992392723124535,0.004530767813699794,0.630425228011733,0.004674231813684169
42,help_baselines_r,5,3,fbnet,1080ti_1|1080ti_32|1080ti_64|2080ti_1|2080ti_32|2080ti_64|titan_rtx_1|titan_rtx_32|titan_rtx_64|titanx_1|titanx_32|titanx_64|titanxp_1|titanxp_32|titanxp_64,titanx_1|titanx_32|gold_6240,15,4000,10,1000,0.0001,2000,2,2,True,0.001,True,True,10,100,0.40665209331337104,0.007547814855627752,0.2837309603320933,0.005360882377864579
